"","X0n7bM2TOMPOOA100365.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report"
"1474867",2,0,1,0,2,3,3,0
"358403",3,1,0,1,0,0,1,0
"37665",1,0,0,0,2,0,2,0
"181082",1,0,1,0,0,1,1,2
"2501774",11,3,9,6,0,0,5,0
"985782",3,0,8,11,2,2,5,0
"1513235",2,0,0,2,0,1,2,0
"413684",2,0,0,1,1,0,0,0
"130310",2,0,0,0,0,0,0,0
"130308",2,0,2,1,3,1,4,0
"2015370",2,0,1,0,0,0,1,0
"1962299",1,0,2,1,0,0,0,0
"1146873",1,0,1,0,0,1,11,3
"1986017",1,0,0,0,0,0,0,0
"1986019",1,0,0,0,0,0,0,0
"1986022",1,0,0,0,2,0,0,0
"130369",1,0,1,0,1,0,4,0
"2015375",1,0,0,0,0,0,0,0
"2170000",1,0,1,0,0,0,0,0
"2170002",1,0,1,0,1,0,0,0
"108098",1,0,0,0,1,0,0,0
"1548417",5,0,1,1,0,0,1,1
"190064",1,1,0,0,0,0,0,0
"2003673",1,0,0,0,0,0,0,0
"1557035",1,0,0,0,0,0,1,0
"1154689",3,0,3,2,1,1,2,0
"1282967",1,0,1,2,1,0,3,0
"2049890",1,0,2,1,1,1,3,0
"1172985",6,1,9,4,0,0,0,0
"1983570",1,0,0,0,0,0,0,0
"11103",3,0,0,0,0,0,1,0
"2008770",1,0,0,0,0,0,0,0
"11083",1,0,0,0,0,0,0,0
"64319",1,0,0,0,0,0,3,0
"39686",1,0,0,1,0,0,0,0
"2170088",2,0,0,0,0,0,0,0
"2170085",1,0,0,0,0,0,0,0
"1985360",1,0,0,4,0,0,0,0
"135246",1,0,0,0,0,0,0,0
"84589",1,0,0,0,0,0,0,0
"45103",1,0,0,0,0,0,0,0
"1758139",1,0,0,0,0,0,0,0
"2316740",1,0,0,0,0,0,0,0
"327106",1,0,0,0,0,0,0,0
"12163",1,0,0,2,0,1,0,0
"1653394",3,0,0,1,0,0,0,0
"2560196",3,0,0,0,225,244,455,0
"11572",2,0,2,0,0,1,0,0
"2560074",1,0,1,0,0,0,2,0
"2734594",1,0,0,0,0,1,0,0
"1972611",3,0,8,1,2,1,0,0
"2733252",1,0,0,0,0,0,0,0
"2560069",2,0,2,1,1,0,1,0
"2560080",1,0,0,0,0,0,0,1
"186536",1,0,0,0,0,0,0,0
"2501931",3,1,6,2,1,1,9,0
"2501984",1,0,2,1,0,0,1,0
"2508228",1,0,0,0,0,0,0,0
"2499603",1,0,0,0,0,0,0,0
"2507288",1,0,0,1,0,0,0,0
"2170030",1,0,1,0,0,0,0,0
"32620",1,0,0,0,0,0,0,0
"185017",1,0,0,0,0,0,0,0
"397544",2,0,0,0,0,0,0,0
"42631",1,0,0,0,0,0,0,0
"48201",1,0,0,0,0,0,0,0
"1247114",1,0,0,0,0,0,0,0
"1906170",1,0,0,0,0,0,0,0
"2560353",1,0,1,0,0,0,0,0
"2560390",1,0,0,0,0,2,0,0
"327108",1,0,0,0,0,1,0,0
"1765754",1,0,0,0,0,0,0,0
"10882",1,0,0,2,0,0,1,0
"10979",1,0,0,0,0,0,0,0
"10985",1,0,0,0,1,0,0,0
"2169857",1,0,0,0,0,2,0,0
"343865",1,0,0,0,0,0,0,0
"1923146",2,1,0,0,0,0,0,0
"1923493",1,0,3,0,0,0,0,0
"1923186",1,0,0,0,0,0,0,0
"1923655",1,0,0,1,0,0,0,0
"1922431",1,0,0,0,0,0,0,0
"1923422",1,0,0,0,0,1,0,0
"1922703",1,0,0,0,0,0,0,0
"1923541",1,0,0,0,0,0,0,0
"1923487",1,0,0,0,0,0,0,0
"1922745",1,0,0,0,0,0,0,0
"1922602",1,0,0,0,0,0,0,0
"1922742",1,0,0,0,0,1,0,0
"1923336",1,0,0,0,0,0,0,0
"1922448",1,0,0,0,0,0,0,0
"1923671",1,0,0,0,0,0,0,0
"1922896",1,0,0,0,0,0,0,0
"1922901",1,0,0,0,0,0,0,0
"75914",2,0,0,0,0,0,0,0
"1500866",1,0,0,0,0,0,0,0
"1088890",1,0,0,0,0,0,0,0
"11646",1,0,0,0,0,1,0,0
"10449",8,0,8,8,3,0,7,0
"307461",1,0,1,0,1,1,0,0
"542343",1,0,0,1,0,0,0,0
"566270",1,0,0,0,1,1,1,0
"1346829",1,0,8,5,4,1,1,1
"1307956",2,0,1,0,0,1,1,0
"262177",2,0,2,3,0,0,0,0
"46242",2,0,0,0,0,0,0,0
"28288",2,0,3,2,0,0,0,0
"307467",1,0,2,3,0,1,0,0
"10456",1,1,4,1,0,0,0,0
"332054",1,0,1,2,2,0,0,1
"224399",1,0,0,1,0,0,0,0
"74660",1,0,0,0,1,0,0,0
"208973",1,0,0,0,0,0,8,0
"1592335",1,0,0,0,1,0,0,0
"1307954",1,0,0,0,0,0,0,0
"98383",2,0,0,0,0,1,0,0
"1750712",2,0,1,0,0,1,0,0
"1986290",1,0,1,0,0,0,0,0
"56947",1,0,1,1,0,0,0,0
"2169615",1,0,0,0,0,0,0,1
"1921823",1,0,0,0,0,0,0,0
"333750",1,0,0,0,0,0,3,0
"334211",1,0,0,0,0,0,0,0
"1507401",1,0,0,0,1,0,0,0
"10806",1,0,0,0,0,0,0,0
"367850",1,0,0,0,0,0,0,0
"932070",1,0,1,0,2,0,0,0
"263793",1,0,0,0,0,0,0,0
"1618233",1,0,0,0,0,0,0,0
"2011080",1,0,0,0,0,0,0,0
"2734333",1,0,3,1,0,1,1,0
"2072209",2,0,0,0,0,0,1,0
"1654582",1,0,1,0,0,0,0,0
"2057187",1,0,0,0,0,0,0,0
"39640",1,0,3,0,0,0,5,0
"53988",1,0,0,0,0,0,0,0
"419435",1,0,0,0,1,0,1,0
"342409",3,0,0,0,0,0,2,0
"346883",1,0,0,0,0,0,0,0
"346884",1,0,0,0,0,0,2,0
"351054",1,0,0,0,0,0,0,0
"2776735",2,0,2,1,0,0,2,1
"1619215",1,0,0,0,0,0,0,0
"687342",1,0,0,0,0,0,0,0
"1123964",1,0,0,0,0,0,0,0
"858422",0,979,9940,0,2208,1442,5437,354
"40137",0,146,0,0,0,0,0,0
"531813",0,60,831,556,904,0,3365,735
"33047",0,1,0,0,0,6,0,0
"35806",0,95,0,0,0,0,0,0
"92945",0,36,365,225,190,0,0,103
"88688",0,139,0,981,0,0,2835,596
"80869",0,94,674,432,495,0,1142,104
"757424",0,2,0,0,0,0,0,0
"847",0,8,79,66,59,74,311,40
"942513",0,1,0,2,1,2,3,0
"40216",0,3,0,19,0,7,0,0
"28090",0,2,0,0,15,11,0,0
"283686",0,2,0,0,0,0,0,6
"413503",0,4,46,36,37,33,72,9
"1920116",0,1,1,0,0,0,0,0
"1334193",0,15,0,0,0,0,0,0
"623",0,3,12,0,4,3,0,1
"28151",0,9,0,0,0,0,0,0
"614",0,5,0,0,0,0,0,0
"552",0,3,0,54,0,0,0,20
"118117",0,1,4,1,0,0,2,1
"69223",0,10,0,0,0,58,224,20
"204039",0,9,0,0,0,0,0,19
"636",0,16,185,122,107,82,216,0
"569",0,2,0,0,0,18,0,5
"587",0,6,0,0,0,30,102,30
"582",0,14,133,0,0,84,0,49
"114185",0,1,0,0,0,0,0,3
"2785913",0,1,1,2,1,0,1,4
"402882",0,1,3,1,3,2,7,2
"2490635",0,1,8,5,0,2,4,0
"43657",0,3,0,0,21,0,0,8
"654",0,64,0,0,0,0,0,0
"29494",0,12,0,0,0,0,0,0
"672",0,11,0,0,0,0,0,18
"777",0,5,0,0,0,0,0,0
"34067",0,2,0,0,0,0,0,0
"28110",0,1,10,0,5,2,0,3
"1869285",0,1,0,0,0,0,0,0
"1541743",0,1,0,0,0,0,0,0
"1972134",0,1,0,0,0,0,1,0
"209841",0,2,1,1,0,0,0,0
"85404",0,2,0,0,0,0,0,1
"729",0,3,0,0,0,0,0,8
"727",0,2,0,17,27,9,64,0
"732",0,1,0,0,0,0,0,0
"731",0,2,0,0,0,6,0,2
"697331",0,2,0,0,0,0,0,3
"45498",0,1,10,4,4,0,7,0
"1923",0,1,2,3,1,1,1,0
"68242",0,1,1,0,0,0,0,0
"394098",0,2,0,0,3,0,49,32
"165096",0,1,2,6,0,1,14,3
"227388",0,2,0,0,0,0,0,0
"216945",0,1,2,0,0,1,10,1
"324078",0,1,0,1,0,0,2,1
"85628",0,1,1,0,1,2,5,0
"409322",0,1,11,0,4,2,20,1
"64895",0,2,0,0,0,0,0,0
"28183",0,4,0,0,0,0,0,0
"174",0,2,0,11,0,3,0,0
"93466",0,1,0,0,0,0,0,2
"2676525",0,1,0,0,0,0,0,0
"160798",0,1,0,0,0,5,0,0
"859",0,1,0,0,0,0,0,1
"2234",0,2,0,13,0,5,0,2
"2684913",0,1,0,0,0,0,0,1
"498374",0,3,0,0,0,0,0,2
"2301714",0,1,1,0,0,0,2,0
"754044",0,1,0,0,0,1,0,0
"2250335",0,1,0,2,1,0,0,0
"2218618",0,1,2,1,0,0,0,0
"2003504",0,1,2,0,0,1,0,0
"2560488",0,1,3,3,0,1,2,0
"2170254",0,1,2,1,2,1,2,0
"205875",0,1,0,0,0,0,0,0
"1982256",0,1,0,0,0,1,0,0
"1188794",0,1,0,0,0,0,0,0
"1982153",0,1,0,0,0,0,0,0
"1982219",0,1,0,0,0,0,0,0
"2734253",0,1,1,2,2,1,3,1
"1623292",0,1,0,0,0,2,0,2
"2734271",0,1,1,0,0,0,0,0
"2733208",0,1,0,0,0,0,0,1
"1623284",0,1,12,9,2,2,0,0
"2696379",0,1,0,0,0,0,0,0
"238854",0,1,2,0,0,2,3,0
"2733124",0,1,0,0,0,0,0,0
"2734096",0,1,4,1,2,0,2,0
"2560689",0,1,4,0,0,1,2,1
"1737463",0,1,0,1,0,1,1,0
"2733115",0,1,0,0,0,0,0,1
"2484217",0,1,1,0,0,0,1,0
"1128071",0,1,0,0,0,0,0,0
"2560132",0,2,2,0,0,0,4,0
"2169963",0,1,3,4,1,0,1,0
"2732920",0,4,1,0,4,0,92,363
"2732933",0,1,2,0,0,0,1,0
"1910931",0,2,1,2,1,0,2,0
"1980928",0,1,0,0,1,0,0,1
"2175602",0,1,0,0,0,0,0,0
"2733979",0,1,0,0,0,0,0,0
"2732016",0,1,0,0,0,0,1,0
"62098",0,2,0,1,0,1,0,0
"97195",0,1,3,0,0,0,1,0
"10537",0,1,0,0,0,0,0,0
"1273747",0,1,3,2,0,0,4,0
"2560252",0,1,0,0,0,0,0,0
"332096",0,1,0,0,1,0,0,0
"10454",0,1,4,0,0,0,0,0
"58094",0,1,0,0,0,1,1,0
"1986291",0,1,0,0,2,0,0,0
"935650",0,1,2,0,0,0,1,0
"1507984",0,1,0,0,0,0,0,0
"512792",0,1,0,0,0,0,0,0
"71253",0,0,1,1,0,0,0,0
"122866",0,0,1,0,0,0,0,1
"1178537",0,0,1,1,1,1,8,1
"271881",0,0,3,0,0,0,22,0
"2685106",0,0,1,0,0,0,0,0
"150055",0,0,2,0,0,1,4,2
"1433513",0,0,1,1,1,2,2,0
"2633649",0,0,3,0,0,0,0,0
"29323",0,0,2,1,0,2,4,0
"413888",0,0,2,1,1,2,8,0
"1287640",0,0,4,3,0,0,2,1
"1541975",0,0,1,0,0,0,0,0
"171632",0,0,3,0,1,1,5,0
"92401",0,0,1,0,0,4,1,0
"538220",0,0,1,2,1,0,6,0
"33923",0,0,2,1,1,0,12,0
"2133",0,0,7,1,1,2,0,0
"216936",0,0,3,3,1,2,6,0
"1114980",0,0,1,0,0,0,0,0
"215578",0,0,1,0,2,1,6,0
"1120045",0,0,1,3,3,0,5,0
"34021",0,0,7,0,9,4,16,3
"281",0,0,1,0,0,1,1,0
"1933911",0,0,1,0,0,0,0,0
"803",0,0,6,0,1,2,16,1
"190650",0,0,1,0,0,0,0,0
"1179817",0,0,1,0,0,0,1,0
"543891",0,0,2,1,0,1,4,3
"1840323",0,0,1,0,0,0,0,0
"152500",0,0,1,1,0,0,1,2
"312153",0,0,1,0,2,0,2,0
"1449778",0,0,2,0,0,0,16,0
"935588",0,0,7,1,8,2,2,0
"2661583",0,0,5,2,6,1,6,0
"669502",0,0,2,3,2,0,9,1
"545908",0,0,2,1,0,2,0,0
"1329969",0,0,1,0,2,0,0,0
"2730846",0,0,1,0,0,0,0,0
"1848517",0,0,2,2,0,1,0,0
"2742646",0,0,1,0,0,0,0,0
"1905288",0,0,1,0,0,0,0,0
"640131",0,0,1,1,3,1,0,0
"2807631",0,0,3,2,2,1,2,0
"2742662",0,0,3,0,0,0,1,0
"2742653",0,0,1,0,0,0,9,0
"184912",0,0,1,2,1,1,4,0
"2683822",0,0,1,0,0,0,14,0
"2742659",0,0,1,0,0,0,0,0
"290339",0,0,1,0,0,0,0,0
"1286170",0,0,4,1,0,2,2,0
"2577118",0,0,1,0,0,0,0,0
"2603836",0,0,1,0,0,2,3,0
"1358422",0,0,1,0,0,0,1,0
"1446701",0,0,1,0,0,0,0,0
"2778655",0,0,1,0,0,1,0,0
"2778657",0,0,1,0,0,0,0,1
"2027293",0,0,1,0,0,0,0,0
"1050617",0,0,1,0,1,0,0,0
"1302410",0,0,1,1,1,0,4,0
"2675774",0,0,3,0,0,0,0,0
"2675773",0,0,1,0,13,15,91,0
"1401254",0,0,3,0,0,1,0,0
"631",0,0,5,8,5,1,13,2
"706191",0,0,2,1,2,2,1,2
"1095774",0,0,1,2,0,0,1,0
"98795",0,0,4,2,0,0,3,0
"2315801",0,0,4,3,1,1,7,0
"1241835",0,0,2,1,2,0,1,0
"118109",0,0,1,0,0,0,5,0
"2518974",0,0,1,2,0,0,3,0
"668607",0,0,1,1,0,1,8,0
"1224152",0,0,1,0,0,0,0,0
"561231",0,0,1,2,0,1,4,0
"598467",0,0,1,0,0,0,0,0
"2027290",0,0,1,0,1,0,0,0
"2633465",0,0,1,2,0,0,1,0
"63612",0,0,1,1,1,0,1,0
"2661587",0,0,2,1,0,0,8,0
"1416915",0,0,3,0,0,0,1,0
"693970",0,0,5,0,0,2,1,1
"399599",0,0,1,0,0,0,1,0
"693973",0,0,1,0,0,0,0,0
"316275",0,0,1,0,0,0,0,0
"80852",0,0,1,0,0,0,0,0
"434270",0,0,1,0,1,1,0,0
"716",0,0,9,7,6,2,22,1
"1433287",0,0,1,0,0,1,2,0
"1222034",0,0,2,0,0,0,5,0
"1275971",0,0,2,0,0,1,1,0
"1263829",0,0,1,1,0,0,3,0
"97084",0,0,41,0,0,0,0,7
"999434",0,0,4,2,2,0,2,0
"545776",0,0,1,2,3,0,0,0
"142",0,0,2,0,0,1,0,0
"1155096",0,0,1,0,3,0,1,0
"412418",0,0,2,1,0,0,0,0
"498738",0,0,2,0,1,0,0,0
"445984",0,0,1,0,0,0,0,0
"445985",0,0,1,0,0,0,1,0
"176",0,0,1,1,0,0,5,0
"44275",0,0,1,0,0,0,0,0
"338215",0,0,1,0,0,0,4,0
"126738",0,0,1,0,0,1,0,0
"590168",0,0,6,2,3,1,11,0
"1307443",0,0,3,0,0,0,1,0
"157688",0,0,5,1,1,0,19,0
"2703941",0,0,3,0,0,0,0,0
"58024",0,0,3,0,0,0,0,0
"2510508",0,0,5,0,0,0,2,0
"2794946",0,0,4,3,0,0,1,0
"10704",0,0,3,0,1,5,4,1
"2301621",0,0,3,0,0,0,3,1
"1873985",0,0,2,0,0,1,0,0
"2713262",0,0,2,1,0,0,0,0
"2662138",0,0,2,1,0,1,1,0
"754070",0,0,2,0,3,0,0,0
"994601",0,0,2,0,0,0,0,0
"2283267",0,0,2,0,0,0,0,0
"2041344",0,0,2,0,0,0,2,0
"2026102",0,0,2,0,0,0,0,0
"641487",0,0,1,0,0,0,0,0
"2656529",0,0,1,0,1,0,0,0
"1414739",0,0,1,1,0,0,0,0
"1131316",0,0,1,0,0,0,2,0
"1587907",0,0,1,0,0,0,0,0
"573591",0,0,1,0,0,0,1,0
"1582151",0,0,1,0,0,0,0,0
"1126885",0,0,1,0,0,0,0,0
"1105171",0,0,1,0,0,0,0,0
"2662295",0,0,1,0,0,0,0,0
"294382",0,0,1,0,0,0,0,0
"741942",0,0,1,0,0,0,1,0
"2599849",0,0,1,0,0,1,0,0
"2059855",0,0,1,1,0,0,0,0
"2079417",0,0,1,0,0,0,3,0
"1500757",0,0,1,0,0,1,2,0
"1161901",0,0,1,0,0,0,0,0
"2725616",0,0,1,1,0,0,0,0
"1718278",0,0,1,0,0,0,0,1
"437329",0,0,1,0,0,0,1,0
"1051143",0,0,1,0,0,0,0,0
"1225862",0,0,2,0,1,0,0,0
"540068",0,0,2,1,1,0,1,0
"540065",0,0,1,0,0,0,0,0
"1993876",0,0,1,0,0,0,0,0
"1993867",0,0,1,0,0,0,0,0
"2560512",0,0,1,0,0,0,2,0
"205876",0,0,1,0,1,0,0,0
"2306284",0,0,4,2,0,1,0,2
"2560783",0,0,7,0,61,2,12,7
"2049886",0,0,3,0,1,1,1,0
"2560594",0,0,3,0,0,0,1,1
"861047",0,0,1,0,0,0,0,0
"466051",0,0,3,0,0,0,0,0
"1954378",0,0,2,1,0,0,0,0
"1954380",0,0,1,0,0,0,0,0
"2734223",0,0,1,0,0,0,0,0
"2733202",0,0,4,0,0,0,0,0
"1982251",0,0,4,1,0,0,0,0
"1982093",0,0,3,0,0,0,2,0
"2560496",0,0,2,0,2,1,0,2
"2169812",0,0,2,1,1,0,3,2
"1982751",0,0,3,0,1,0,0,1
"1982562",0,0,3,1,0,0,2,0
"1920751",0,0,2,0,0,0,0,0
"2560589",0,0,3,0,0,0,0,4
"1636203",0,0,2,0,0,0,0,0
"2734283",0,0,1,1,2,0,0,0
"2560683",0,0,2,0,0,0,0,0
"2560787",0,0,1,0,0,0,4,0
"2560788",0,0,1,0,0,0,3,0
"2560842",0,0,2,0,1,0,0,0
"2560720",0,0,1,0,0,0,0,0
"1982229",0,0,1,0,0,0,0,0
"2734274",0,0,2,5,1,1,3,0
"1982368",0,0,1,0,0,0,1,3
"2560499",0,0,2,1,0,1,1,0
"1982378",0,0,1,0,0,0,0,0
"1982078",0,0,2,0,0,0,0,0
"2734290",0,0,1,1,1,0,0,0
"1406788",0,0,1,1,1,0,0,0
"329254",0,0,1,0,0,0,1,0
"2733205",0,0,1,0,0,0,0,0
"1982106",0,0,1,2,0,0,0,0
"1982239",0,0,1,0,0,0,0,0
"2560486",0,0,1,2,0,1,3,1
"2734261",0,0,1,0,0,0,2,4
"1982554",0,0,1,0,0,0,0,0
"1982557",0,0,1,0,0,0,4,0
"2734246",0,0,1,0,3,1,1,0
"2448213",0,0,1,0,0,0,0,0
"2169655",0,0,1,2,3,1,0,0
"2560703",0,0,1,0,0,0,0,0
"1910992",0,0,1,0,1,0,0,0
"2560656",0,0,1,0,0,0,0,0
"2115965",0,0,1,0,0,0,0,0
"1498228",0,0,6,3,0,2,3,0
"1173297",0,0,2,0,0,0,0,0
"1129194",0,0,1,0,0,0,1,0
"2023998",0,0,1,0,0,0,1,0
"1150991",0,0,1,1,0,0,0,0
"754074",0,0,1,0,0,0,0,0
"754058",0,0,1,0,0,0,1,0
"699370",0,0,1,1,0,0,0,0
"1278479",0,0,1,2,0,0,0,0
"1279082",0,0,1,1,0,2,13,0
"1567014",0,0,1,0,0,0,0,0
"1880590",0,0,1,0,0,1,1,0
"536453",0,0,1,0,0,0,0,0
"536444",0,0,1,0,1,0,0,0
"2588094",0,0,1,0,0,0,0,0
"33771",0,0,1,0,0,0,0,0
"55884",0,0,1,0,0,0,0,0
"2767579",0,0,1,0,0,0,0,1
"137511",0,0,1,0,0,0,0,0
"1560342",0,0,1,0,0,0,0,0
"1458861",0,0,1,0,0,1,0,0
"1913650",0,0,2,1,0,0,1,0
"279006",0,0,1,0,0,0,0,0
"2006136",0,0,1,0,0,0,0,0
"1914851",0,0,5,1,0,1,1,1
"2201163",0,0,2,0,0,0,1,0
"1980950",0,0,1,0,2,2,3,0
"2560301",0,0,1,2,0,0,0,0
"2733083",0,0,3,0,1,0,0,0
"2733081",0,0,2,0,0,0,0,0
"2732975",0,0,1,0,0,0,0,0
"2732985",0,0,1,0,0,0,0,0
"2169990",0,0,1,0,0,1,0,0
"1985292",0,0,3,2,1,0,0,0
"417280",0,0,2,0,0,0,2,0
"2006171",0,0,1,0,0,0,0,0
"1636618",0,0,4,0,1,0,0,0
"2560802",0,0,3,0,0,0,1,0
"2734078",0,0,1,0,0,0,1,0
"1984787",0,0,2,0,2,1,1,0
"2560849",0,0,2,1,1,0,3,0
"1984779",0,0,1,0,0,0,0,0
"2560269",0,0,2,3,0,0,0,0
"1921525",0,0,2,0,1,0,1,0
"2734116",0,0,2,0,0,0,0,0
"115987",0,0,1,0,0,0,0,0
"1231361",0,0,2,0,0,0,2,1
"2734128",0,0,1,0,0,1,1,1
"2752521",0,0,1,0,0,0,0,0
"2734101",0,0,1,0,0,0,0,0
"2734083",0,0,1,1,0,0,0,0
"2734088",0,0,1,1,0,2,1,0
"2734106",0,0,1,0,0,0,2,0
"2560406",0,0,1,0,0,0,1,0
"1921407",0,0,1,0,0,0,0,0
"2560677",0,0,1,0,0,0,0,0
"1918727",0,0,1,1,0,0,0,0
"2560094",0,0,1,1,0,0,0,0
"2560495",0,0,1,3,0,0,4,0
"1987158",0,0,1,0,0,0,0,0
"1983541",0,0,1,0,0,0,0,0
"1636270",0,0,1,0,0,0,0,0
"2725606",0,0,1,1,0,1,2,1
"948071",0,0,1,0,0,0,0,0
"2591033",0,0,1,0,0,0,0,0
"2596674",0,0,1,0,0,0,1,1
"2734259",0,0,3,1,0,0,1,0
"1982591",0,0,5,2,0,0,5,1
"1982592",0,0,1,0,0,1,1,0
"2169962",0,0,1,0,0,0,1,0
"2734190",0,0,2,0,2,1,1,0
"2734189",0,0,1,0,1,0,1,0
"2170216",0,0,1,0,0,0,0,0
"1982596",0,0,1,0,0,2,0,0
"2734160",0,0,1,0,0,0,2,0
"2734159",0,0,1,1,0,0,41,0
"545932",0,0,1,0,0,0,0,0
"1917990",0,0,1,0,0,0,2,0
"1918010",0,0,1,0,1,1,2,0
"1857843",0,0,3,0,0,0,3,3
"298338",0,0,1,0,0,0,0,0
"2732968",0,0,1,0,0,2,0,0
"857312",0,0,1,0,0,0,1,0
"2732932",0,0,4,0,0,0,0,0
"2732931",0,0,1,2,2,0,1,0
"2732694",0,0,2,0,0,0,1,0
"2732693",0,0,1,0,0,0,0,1
"2732690",0,0,1,0,0,0,3,0
"2732684",0,0,1,0,0,0,0,0
"2732937",0,0,2,0,0,0,0,0
"2732939",0,0,1,0,0,0,1,0
"2732918",0,0,3,0,0,0,0,0
"2732925",0,0,1,0,0,1,0,0
"2732913",0,0,3,1,0,0,0,0
"2732912",0,0,1,0,1,1,0,0
"1316739",0,0,1,0,0,0,0,0
"2733951",0,0,1,0,0,0,0,0
"2733942",0,0,1,0,0,0,0,0
"2733928",0,0,1,0,0,0,1,0
"2733926",0,0,1,0,0,0,1,0
"2733919",0,0,1,1,0,0,0,0
"2733904",0,0,1,0,0,0,0,0
"2733896",0,0,1,0,0,0,0,0
"2733894",0,0,1,0,0,0,0,0
"2560297",0,0,1,0,0,1,0,0
"2732017",0,0,1,0,0,0,0,0
"2560651",0,0,1,0,0,0,0,0
"2560546",0,0,1,0,0,0,0,0
"1527770",0,0,1,0,1,0,3,0
"1785960",0,0,1,0,0,0,1,0
"2584487",0,0,1,0,2,0,2,0
"1262513",0,0,2,0,1,0,0,0
"2731621",0,0,1,0,2,0,0,0
"187217",0,0,1,2,1,0,6,0
"2732086",0,0,1,0,0,0,4,0
"1920860",0,0,1,0,0,0,0,0
"2733975",0,0,1,0,0,0,0,0
"150286",0,0,1,0,0,1,0,0
"317878",0,0,1,0,0,1,0,1
"85655",0,0,1,1,0,0,1,0
"2282206",0,0,2,0,0,0,0,0
"261939",0,0,1,1,0,0,1,0
"1273746",0,0,2,0,1,2,1,0
"1454029",0,0,1,0,0,0,0,0
"1592094",0,0,1,0,0,0,0,0
"1859492",0,0,2,3,0,0,1,1
"2010275",0,0,1,0,0,0,0,0
"2005509",0,0,7,0,1,0,3,0
"10275",0,0,2,0,0,0,0,0
"40070",0,0,2,0,0,0,0,0
"10265",0,0,1,0,1,0,0,0
"10282",0,0,1,0,0,0,1,0
"2733296",0,0,1,1,0,0,0,0
"2733297",0,0,1,0,0,0,1,0
"10506",0,0,1,0,0,0,1,0
"113370",0,0,1,0,1,0,0,1
"1146874",0,0,1,0,0,0,0,0
"536079",0,0,1,1,0,2,0,0
"129953",0,0,1,0,0,0,0,0
"1146875",0,0,5,2,1,0,5,1
"190062",0,0,1,0,0,0,0,0
"32613",0,0,1,0,0,0,0,0
"35303",0,0,1,0,0,0,0,0
"1513300",0,0,1,0,0,0,0,0
"11271",0,0,1,0,0,0,0,0
"2560076",0,0,1,1,0,2,0,0
"186458",0,0,1,0,0,0,3,0
"2501972",0,0,1,0,0,0,0,0
"1883068",0,0,1,0,0,0,1,0
"1921703",0,0,1,0,0,0,0,0
"1435457",0,0,1,1,0,1,0,0
"1884456",0,0,1,0,0,0,0,0
"1980533",0,0,1,0,0,0,0,0
"1980517",0,0,1,1,0,1,0,0
"1299308",0,0,1,0,0,0,0,0
"229030",0,0,1,0,0,0,0,0
"1416026",0,0,1,1,0,1,0,0
"2030954",0,0,1,0,0,0,0,0
"349945",0,0,1,0,0,0,0,1
"1206566",0,0,1,0,0,1,0,0
"339419",0,0,1,0,0,0,0,0
"12151",0,0,1,0,0,0,0,0
"312273",0,0,1,0,0,0,0,0
"71030",0,0,1,0,0,0,0,0
"312008",0,0,1,0,0,0,1,0
"445435",0,0,1,0,0,0,0,0
"1324959",0,0,1,0,0,0,0,0
"2364281",0,0,1,0,0,0,0,0
"11041",0,0,1,0,1,1,1,0
"35279",0,0,1,0,0,0,0,0
"2008769",0,0,1,0,0,0,0,0
"39734",0,0,1,0,0,0,0,0
"693995",0,0,2,1,0,0,0,0
"325675",0,0,1,0,0,0,0,0
"2508223",0,0,1,0,0,0,1,0
"12270",0,0,4,1,0,0,0,0
"12258",0,0,1,0,0,0,0,0
"51354",0,0,1,0,0,0,0,0
"1821751",0,0,1,1,0,0,0,0
"138950",0,0,1,0,0,0,0,0
"2003649",0,0,1,0,0,0,0,0
"115232",0,0,1,0,0,0,0,0
"12211",0,0,1,0,0,0,0,0
"526119",0,0,1,0,1,0,0,0
"2065797",0,0,1,0,0,1,0,0
"282786",0,0,1,0,0,0,0,0
"1714367",0,0,1,0,0,0,0,0
"1148491",0,0,1,0,0,0,0,0
"10912",0,0,2,0,0,1,1,0
"10892",0,0,1,0,0,0,5,0
"10981",0,0,1,2,0,0,2,0
"10879",0,0,1,2,0,0,0,0
"2169862",0,0,1,0,0,0,0,0
"1923244",0,0,3,0,0,0,0,0
"1922770",0,0,2,1,0,0,0,0
"1923634",0,0,1,0,0,0,0,0
"1922692",0,0,1,0,0,0,0,0
"1923335",0,0,1,0,0,0,0,0
"1922696",0,0,1,0,0,0,0,0
"1922769",0,0,1,0,0,0,0,0
"1922551",0,0,1,0,1,0,0,0
"1922860",0,0,1,0,0,0,0,0
"1922547",0,0,1,0,0,0,1,0
"1922634",0,0,1,0,0,0,1,0
"1922789",0,0,1,0,0,0,0,0
"1923282",0,0,1,0,0,0,0,0
"1923687",0,0,1,0,0,0,0,0
"1922529",0,0,1,0,0,0,0,0
"1922922",0,0,1,0,0,0,0,0
"1923630",0,0,1,0,0,0,0,0
"1922377",0,0,1,0,0,0,0,0
"1922361",0,0,1,0,0,0,0,0
