"","FvY2M2TOMPOOB051329.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report"
"2630859",1547,143,930,2486,1031,1232,1033,1202,948,2072,1120
"2619320",12000,2045,13193,10525,14055,10416,7764,10708,8215,18764,9798
"2736640",3871,759,4466,3345,4888,3295,2494,3660,2654,6635,3645
"240495",3867,628,4775,2978,5355,6427,2582,3592,2516,6348,3457
"2074",2330,353,2378,2113,2520,2164,1603,2005,1575,3642,1690
"2618356",11538,1456,10704,9657,13095,11684,8482,9730,6660,16890,10813
"1814",2515,363,2705,2194,3234,3425,1941,2097,1544,3763,2065
"33910",2396,293,2548,1890,3877,2980,2126,2044,1367,4911,1823
"1804986",2382,257,1902,1829,2011,1906,1380,1822,1291,2758,2384
"129921",1590,192,1248,1292,1383,1443,1098,1219,1010,1805,996
"31958",1386,164,1129,1273,1388,1299,990,1190,977,1744,954
"208439",752,111,610,706,648,722,514,583,490,901,463
"1852",1457,116,1107,1967,1053,1993,1446,625,762,1056,673
"632569",1545,160,1478,1430,1638,1375,1000,1391,939,1916,1180
"40988",1161,193,2696,2586,2122,1277,817,1018,3608,1420,996
"40989",1157,128,60129,12829,35268,3553,685,1049,2445,1633,2042
"75294",905,113,1909,1921,1541,866,633,722,812,1049,723
"40990",826,97,3388,3030,2222,840,546,643,879,978,765
"103733",3426,512,2622,2839,3065,3472,2297,2789,2033,4191,4452
"2593673",3094,1535,2592,2515,3112,3993,1993,2486,2310,3672,20933
"103731",2938,400,2132,2158,2269,2457,1845,2287,1501,3357,2788
"1836",2926,442,3992,3678,4030,3379,1887,3772,1707,4050,2076
"2665642",1235,165,1445,2023,1504,1154,747,1278,781,1600,880
"60894",979,142,1333,949,1508,1084,713,1031,581,1297,647
"333966",850,106,836,650,1011,727,547,755,447,1156,523
"2646250",581,93,665,492,738,642,438,602,362,764,396
"543886",0,0,1,0,1,2,2,2,0,1,2
"211114",30798,497,9135,1886,8092,3832,4538,9049,8473,6756,5091
"1470176",1281,140,1050,1100,1143,1142,862,1041,720,1540,906
"340345",918,119,997,1082,962,793,597,791,640,1161,691
"2644606",72,9,50,97,47,66,41,26,35,59,32
"1612552",48,4,38,46,47,31,27,30,19,50,27
"42197",1060,131,802,866,902,912,712,641,537,1263,733
"40567",110,11,67,114,85,93,59,68,77,117,57
"1586287",6103,659,2941,2563,2488,2904,2569,4135,4205,3874,4344
"43357",2611,335,2097,2159,2402,2547,1982,2127,1472,3423,1892
"860235",3249,337,2275,2079,2577,2563,1949,2259,1990,3322,3283
"2636053",1966,240,1786,1716,1902,1763,1338,1600,1277,2371,1929
"530584",1188,152,1234,1240,1445,1381,915,1018,767,1614,921
"2615069",24966,8402,35613,92037,41704,38477,18945,24827,32608,31254,40316
"2589074",1407,314,1828,3080,2072,1871,986,1326,1500,1841,1875
"2518370",1701,579,2675,4517,3042,2908,1369,1908,2299,2067,2670
"2712223",2123,545,2843,4926,3262,3227,1637,2229,2071,2936,2678
"433659",2774,698,5746,7157,8043,6246,2208,3037,4276,3377,6507
"449461",2146,524,2334,4728,2694,2721,1524,1869,1979,2584,2371
"1643322",1864,523,2942,4917,3681,3523,1606,2025,2278,2351,2911
"200618",1766,682,2207,3686,2502,2242,1165,1632,1975,2010,2134
"2558918",1480,396,2706,3443,4616,3036,1453,1519,1752,2213,2172
"419476",1368,367,1798,3475,1972,1937,1012,1240,1475,1571,1841
"450734",1327,309,1733,3517,2007,1864,943,1259,1569,1590,1820
"2045452",1169,294,1444,2713,1794,1576,842,1229,1323,1397,1770
"2518371",1087,382,1420,4120,1717,1575,860,1112,1482,1391,1989
"402297",877,209,1079,2243,1250,1180,662,812,885,1069,1122
"1804624",586,99,722,990,808,747,425,469,544,735,649
"2633570",1779,294,1805,2442,1905,1728,1202,1339,1334,1956,1427
"1736691",1104,200,1224,1549,1088,1124,812,1054,822,1178,823
"2041",1264,244,1418,1916,1396,1353,882,1034,1100,1540,1097
"2079793",1029,215,1071,1591,1231,1093,841,933,828,1335,822
"2662028",1066,187,953,1481,1080,1113,710,859,747,1267,817
"219314",999,183,1100,1567,1140,959,744,840,841,1165,876
"2045",1963,428,1986,3371,2286,2214,1401,1570,1731,2271,1765
"546871",1988,359,1516,1880,1763,1724,1296,1862,1104,2608,1268
"642780",1599,391,2167,3457,2809,2413,1290,1530,1627,2205,2051
"2621872",1404,226,1438,1932,1765,1484,978,1246,1104,1624,1350
"75385",892,126,786,920,861,769,711,839,540,1230,542
"2619695",2003,323,2107,1806,2583,2052,1470,1937,1257,2716,1279
"546874",1893,328,1380,1754,1680,1606,1296,1771,1120,2383,1184
"29405",1239,204,894,1123,992,1042,812,1157,688,1710,715
"630515",1159,199,1059,1191,1217,1238,997,1206,697,1677,763
"1285901",954,105,640,886,722,784,623,741,477,1024,485
"1332264",726,91,604,890,682,707,526,586,505,820,499
"399497",624,88,528,704,595,575,465,522,383,745,386
"2635419",564,87,498,663,565,556,448,455,418,704,408
"1610493",648,78,461,696,533,514,402,441,395,726,426
"2161816",380,37,295,482,319,347,268,264,255,449,206
"556499",691,83,603,761,716,649,536,542,466,924,415
"1744",640,89,488,955,546,525,475,506,405,728,316
"119981",521,86,448,580,487,529,420,435,300,648,306
"2608905",112,10,63,101,76,91,64,85,48,111,49
"1748",727,84,539,761,621,682,539,608,393,846,424
"1749",681,73,544,829,602,626,504,653,400,827,423
"2057246",449,65,360,492,353,400,319,386,267,539,275
"675864",1451,223,1138,1396,1238,1466,1096,1374,849,1858,930
"2642922",1163,162,901,1284,1014,1075,700,940,733,1349,738
"2717326",1068,134,857,1169,979,1025,835,906,694,1233,742
"2662260",922,116,795,1012,940,910,660,857,541,1164,579
"33010",410,45,327,435,367,368,276,433,237,526,202
"33011",279,25,214,312,251,235,195,245,148,333,143
"1747",209,41,173,967,239,150,204,149,201,246,90
"1750",637,79,469,652,521,555,469,630,394,741,387
"2633994",29,3,23,85,20,25,27,15,17,49,13
"182640",4144,683,2857,2586,3964,3090,2525,2697,2706,6400,3103
"1544730",2929,438,2012,1815,2896,2283,2024,1892,1770,4843,2008
"117157",2512,326,2062,2226,2806,2472,1958,2263,1584,3210,1758
"2593643",7478,879,10130,12772,13201,21439,4424,5316,15448,52546,10736
"2656914",6125,826,17628,10797,31088,10782,4765,4721,10944,13495,9127
"93944",9,1,7,2,9,8,4,9,7,11,4
"2001",3613,655,4023,4998,3451,3780,2907,3022,3934,7192,8408
"2632669",3229,413,3403,4505,3181,3454,2880,2850,3174,6056,5332
"2006",2205,296,2341,3069,2434,2213,1860,2005,1778,3264,1863
"35762",0,0,0,12,0,0,0,0,1,1,0
"2626254",12594,3338,46768,22749,63702,29092,10786,10955,29105,24557,29972
"46165",3690,549,5465,4523,9536,5745,3592,2986,3462,7014,6313
"2020",2230,280,1861,2195,2235,2273,1674,1947,1420,3563,1831
"2014",2461,743,29647,8584,6642,3470,2079,3048,1751,4056,2556
"280236",1476,196,1196,1448,1345,1464,1159,1308,908,2111,964
"53437",999,146,1312,1676,1003,1995,741,918,1194,1261,713
"2649073",0,1,0,1,2,0,1,0,0,0,1
"2021",927,98,633,790,710,1189,706,688,451,967,515
"2635841",1713,215,1470,1856,1628,1755,1457,1540,1074,2275,1175
"1861",4883,3118,5797,6433,7696,5906,3503,7203,4365,8059,11054
"477641",3720,1420,4355,4509,6053,4995,3117,4072,2832,5897,6075
"138336",3530,1666,4317,5665,5906,4591,2488,3860,3248,5135,7643
"2632575",4068,500,3176,3478,3793,3686,3203,3275,2199,5492,2277
"298654",3278,440,2433,2677,2808,2785,2531,2834,1643,4412,1704
"1859",1663,193,1224,1377,1301,1414,1254,1332,848,2239,861
"2716812",1514,183,1137,1175,1294,1267,1115,1291,778,1915,859
"106370",1218,144,913,1032,1071,1042,980,1164,649,1764,698
"2609248",3364,435,2347,3420,2578,2793,2169,2677,1787,3856,1724
"52771",547,56,415,467,493,483,411,435,303,602,299
"111015",690,80,470,752,505,488,425,478,371,678,354
"2560010",385,43,267,354,290,323,285,310,177,443,224
"52774",411,42,300,487,322,331,317,332,214,424,189
"2057800",255,34,179,248,211,264,193,234,146,304,144
"675090",302,39,200,284,185,214,186,250,168,325,188
"1656",276,18,209,234,207,226,153,181,140,312,123
"2057743",239,20,175,231,168,201,148,149,111,219,128
"2737173",185,20,126,232,171,169,130,138,94,189,89
"2321394",196,27,146,165,150,163,134,144,117,194,92
"1655",215,22,137,227,150,176,127,133,116,216,97
"1960083",182,22,153,223,141,143,104,145,114,200,86
"1659",127,10,82,125,90,107,108,140,52,170,55
"544580",156,17,105,168,120,144,118,107,94,134,70
"1852377",44,7,34,62,35,47,28,43,36,43,21
"1660",393,47,272,451,275,315,282,289,232,444,233
"52773",209,22,157,204,155,161,168,170,116,239,93
"2691889",167,23,125,217,140,163,140,123,93,233,74
"181487",120,21,104,215,120,108,94,102,54,140,61
"1282737",364,61,311,549,359,312,294,285,271,417,218
"2623556",319,36,266,561,281,279,237,261,238,347,223
"2630174",287,35,232,359,244,263,240,201,191,329,172
"1661",219,28,150,240,118,195,133,139,144,184,90
"312285",170,15,126,147,141,159,124,138,84,174,73
"2692119",299,32,236,258,293,237,247,263,168,321,165
"178339",330,40,278,404,340,322,243,251,197,401,171
"2631020",86,16,80,134,68,59,78,80,65,113,50
"28264",33,3,32,48,26,32,34,33,19,31,20
"1302235",20,2,22,41,20,28,18,30,9,32,12
"131112",14,2,23,28,7,16,16,4,17,25,10
"2609299",162,13,133,151,143,114,116,80,87,147,72
"59505",120,15,97,116,101,102,77,96,73,159,68
"2051",73,7,55,97,44,47,47,29,52,69,44
"1912795",44,2,19,41,16,20,18,12,21,32,22
"82135",14,0,9,37,9,13,11,8,7,27,4
"2624397",8713,634,5075,2803,3498,3358,2195,3823,7995,4161,3331
"419479",3687,443,2517,2787,2775,2827,2228,3875,2723,4253,2296
"53461",1804,349,1322,1664,1548,1655,1346,1581,958,2584,1144
"2618968",1164,160,981,1080,1094,1099,908,930,724,1494,647
"1090615",1081,161,758,1002,981,996,837,987,584,1524,602
"35760",406,47,343,472,395,347,318,251,272,495,221
"158787",352,53,286,448,332,392,229,312,190,394,197
"216816",435,38,246,393,263,310,266,291,213,431,169
"1694",321,38,241,350,217,293,268,257,195,314,150
"77635",295,18,195,295,230,215,204,235,141,274,129
"28025",288,21,183,244,172,230,180,184,160,264,123
"1681",232,27,195,296,197,241,177,184,132,269,126
"78448",230,23,180,269,183,243,149,153,152,266,107
"1680",167,25,130,211,110,168,129,104,102,175,77
"1689",143,12,110,148,99,102,120,106,66,138,68
"1685",176,19,137,242,120,151,109,100,90,166,64
"1765219",144,15,98,121,106,150,92,121,62,162,57
"33905",110,21,99,135,87,112,90,96,65,136,63
"638619",125,9,85,148,79,90,88,99,64,124,59
"1683",131,17,77,131,74,89,84,104,67,123,62
"1603886",128,16,99,132,98,118,94,78,81,117,73
"1684",91,16,84,139,93,116,76,91,49,111,62
"1686",88,8,84,115,84,85,72,52,53,87,49
"28026",52,7,41,79,38,59,41,34,36,46,29
"762210",33,2,17,28,22,36,28,18,13,36,7
"2020965",35,4,27,41,22,28,30,11,11,27,14
"1691",13,1,16,20,8,6,8,8,7,15,5
"1687",20,3,8,14,8,15,10,14,16,5,9
"78258",91,9,60,110,48,89,57,83,47,141,45
"2702",17,2,10,19,11,24,8,9,7,16,7
"2792978",2,0,4,9,7,4,3,4,1,2,4
"78259",19,1,14,20,16,16,17,9,7,21,9
"304895",2706,334,2161,2443,2525,2658,2120,2069,1482,3394,1528
"283811",1918,268,1265,1535,1385,1540,1358,1540,1111,2317,1113
"131568",1642,226,1312,1585,1511,1541,1160,1527,983,2106,1082
"2629395",1018,131,751,994,1007,1047,837,826,547,1669,616
"414996",1044,157,1109,2066,1144,955,733,963,713,1321,767
"1891644",949,103,900,1125,985,927,760,731,635,1336,682
"28049",791,82,514,504,649,626,583,627,365,867,366
"1884913",34,6,26,34,18,29,32,18,13,31,7
"1884905",37,3,23,55,16,29,33,38,17,38,14
"1884914",9,2,12,44,10,16,9,7,11,18,4
"1884907",13,1,7,11,8,8,6,4,9,11,6
"1884904",11,4,13,12,8,10,9,9,6,13,8
"573600",12,0,14,26,14,7,17,14,6,21,3
"1884915",6,1,5,15,5,2,5,1,7,8,2
"1884634",4,0,16,18,6,11,3,4,3,5,1
"1884916",3,0,8,9,2,5,2,5,1,7,0
"2637691",8462,2053,3862,2745,5122,4478,5655,14609,3880,12266,3755
"49319",5170,1016,2418,1820,3283,3046,3616,8206,2155,6922,1933
"42256",1528,250,889,637,1068,950,1106,2012,734,2030,626
"2051957",895,162,521,469,619,542,564,1089,409,1083,364
"496014",5052,1096,8338,5829,13341,8684,7149,5149,4965,8289,6815
"191495",7162,1640,10985,7682,17037,11094,9184,7541,7527,10975,8861
"2627773",5063,1250,8842,6337,14256,9033,6914,5527,5826,8459,8293
"2789776",7668,863,5605,12352,4573,4999,4249,6568,4753,8432,4474
"467094",2856,352,2077,3282,1970,2240,1800,2348,1719,2907,1305
"53635",1218,118,781,938,855,843,805,993,600,1247,524
"2648737",694,69,480,503,533,538,547,445,330,745,284
"84112",376,35,252,300,242,310,250,224,212,368,158
"1335613",298,39,259,251,286,285,229,203,140,395,102
"471189",277,28,238,229,201,230,179,151,138,249,101
"446660",295,24,191,244,212,238,194,201,130,261,114
"2636013",155,17,93,149,129,153,123,105,72,145,69
"1870985",555,38,429,450,449,461,410,359,286,596,257
"1531429",312,31,254,320,291,286,229,249,220,348,154
"84110",254,22,170,215,193,175,160,168,118,225,96
"79604",156,18,151,198,157,127,135,130,96,130,65
"1944646",56,5,36,13,35,18,50,53,21,20,12
"84163",17,3,15,41,24,20,25,15,8,30,9
"2638792",864,91,664,752,715,785,624,588,501,912,396
"1805478",506,43,433,464,521,448,376,356,300,594,210
"604330",348,36,343,428,371,396,290,251,203,395,177
"133926",258,22,180,212,194,230,191,178,139,290,131
"1871022",233,31,186,265,230,223,172,175,146,295,106
"2003188",229,24,139,178,155,193,153,170,118,232,90
"1382",8,2,7,15,10,11,11,11,7,16,5
"74426",424,40,345,418,375,412,296,381,229,411,194
"33871",272,28,189,169,215,224,203,189,129,224,85
"2649358",2530,298,1774,2124,1811,2061,1721,2455,1436,2882,1118
"1670831",2639,286,1675,1655,2003,2062,1819,2152,1402,2752,1091
"1670830",2573,262,1608,2087,1715,2121,1742,2427,1323,2931,1118
"185979",2462,1065,2034,28720,2005,2770,1542,3208,3040,3176,2262
"33932",32,19,55,671,59,51,22,41,61,56,109
"86661",514,203,943,5818,777,748,442,593,640,1857,968
"653685",961,245,3265,6890,2806,1075,905,1016,921,1387,1583
"450367",19,385,19,153,17,33,11,39,133,46,76
"189381",126,13,220,1244,190,127,97,113,134,145,139
"1408",60,13,98,641,90,62,50,75,58,76,87
"561879",77,48,307,5540,206,68,72,300,120,199,548
"1664069",134,8,77,280,95,151,112,66,66,104,41
"1670641",44,39,107,1415,126,86,77,63,159,109,117
"1742359",50,18,98,878,86,111,85,70,99,100,122
"1397",98,41,279,2402,222,176,172,101,148,199,142
"324767",105,7,80,888,88,86,88,52,80,73,127
"632773",50,7,37,114,39,59,39,42,36,43,18
"1783501",37,7,82,354,97,48,39,39,112,46,82
"1471",44,13,66,508,54,84,46,60,70,52,63
"79883",40,9,56,392,45,51,39,33,53,44,39
"218284",51,9,36,608,33,45,42,19,44,54,40
"46224",34,7,44,499,56,45,25,20,49,38,50
"38875",51,10,423,1709,636,119,72,55,93,161,44
"1441095",41,14,65,378,51,44,30,55,50,58,40
"1413",19,4,26,293,29,33,21,14,23,28,34
"1547283",39,23,57,538,37,57,29,39,82,46,103
"1476025",29,2,41,491,57,49,26,28,49,52,55
"1792192",15,15,247,822,240,24,21,96,18,84,77
"1479",25,10,29,244,40,37,25,23,19,33,46
"1925021",20,1,19,65,27,34,10,16,20,16,10
"1404",1657,3810,36661,93254,38262,10992,5877,2505,5144,12851,4927
"1402861",1272,2753,7771,52471,4053,599,155,3351,5206,3595,5085
"412384",26,82,400,353,405,114,82,58,17,185,23
"86664",44,13,148,836,129,83,46,114,75,80,76
"2675274",236,2504,737,5815,233,225,150,468,1556,440,2417
"152268",39,21,97,1494,83,93,45,121,189,43,233
"79885",27,4,31,282,34,27,22,61,33,33,29
"199441",32,6,38,352,33,46,24,25,31,27,54
"79880",509,45,3088,1643,2926,1418,373,461,287,1165,226
"86665",71,5,41,291,43,77,31,48,57,74,38
"300825",36,2,126,113,60,32,31,14,20,122,16
"2598861",34,3,51,98,33,42,45,16,10,26,15
"129338",192,22,121,230,167,187,175,136,109,211,76
"2642459",181,17,148,366,115,186,196,100,93,188,63
"1422",111,5,72,154,78,96,85,57,64,105,33
"1505648",93,7,73,99,46,61,43,50,47,64,35
"1921421",105,25,93,249,94,134,86,87,116,119,93
"33940",17,1,6,27,4,12,6,14,8,16,3
"213419",6,0,2,9,4,4,7,9,5,5,2
"1478",89,253,111,433,90,91,65,85,101,129,79
"228899",128,60,512,1900,505,688,273,226,132,482,110
"421767",61,39,79,452,65,65,49,50,43,77,42
"264697",51,18,60,191,58,47,43,32,28,78,36
"1407",35,9,52,430,54,34,26,22,48,62,51
"2502791",69,8,38,127,38,51,49,49,38,61,26
"2698411",54,7,118,384,101,71,62,46,64,85,81
"2099786",28,2,16,113,21,22,16,17,22,32,9
"129985",194,47,83,15819,118,171,106,131,381,97,530
"279826",315,64,196,1544,162,198,114,451,161,364,1171
"1740721",100,31,2222,831,5720,2954,2066,143,168,758,389
"1193713",75,29,175,772,290,233,155,79,116,164,151
"1215031",14,0,13,61,5,13,10,8,8,10,14
"2636778",95,47,254,1908,176,190,98,116,168,116,112
"28031",20,10,43,396,45,34,15,15,51,33,26
"1421",25,6,31,208,35,20,18,26,29,31,23
"2086577",55,8,81,3586,73,109,29,63,101,39,66
"1145276",3,0,2,20,1,1,2,1,1,2,1
"746691",57,2,582,946,201,117,41,154,175,34,278
"182710",96,22,219,5022,111,187,161,61,249,57,243
"2052660",36,10,69,626,46,45,35,34,39,56,49
"2620237",100,14,106,1526,111,79,61,59,117,78,122
"163877",25,8,52,679,31,27,23,18,73,24,43
"1482",28,6,26,1212,30,32,24,21,47,21,41
"2017483",18,5,50,789,43,27,26,11,98,35,66
"302167",11,2,10,132,7,13,9,8,23,7,15
"1473",6,1,6,263,0,9,10,4,10,0,5
"1398",175,17,152,537,122,147,136,108,102,188,110
"665099",1081,93,1583,33705,1150,492,376,1589,4062,901,1762
"859143",31,10,49,712,75,69,39,29,85,26,63
"2639704",45,4,34,244,53,59,33,37,40,44,32
"247480",43,2,56,230,39,46,48,23,39,41,30
"294699",40,4,41,194,35,33,35,29,27,31,22
"33934",32,6,35,136,26,31,12,10,16,24,13
"198467",2,0,1,22,4,3,0,2,5,7,4
"196180",4,1,1,16,3,5,4,3,5,11,3
"255247",41,34,177,286,42,46,38,92,97,38,56
"1221500",44,10,67,208,26,25,40,26,35,29,28
"386490",535,166,784,3944,581,798,450,740,136,583,116
"402384",21,4,32,564,19,32,19,18,103,28,43
"45668",23,2,30,586,26,32,25,24,100,15,33
"1570",28,5,34,622,27,30,17,24,77,26,33
"2614679",40,3,35,512,27,46,30,48,72,62,60
"1472767",24,7,43,713,26,32,31,14,127,40,64
"35841",29,3,37,355,52,49,28,31,37,52,41
"1230341",39,7,60,291,70,41,38,56,65,49,40
"1295642",45,6,28,118,27,45,56,31,21,33,24
"1426",12,2,9,43,4,11,14,20,10,26,6
"153151",5,0,6,24,5,4,8,2,6,3,1
"2625209",51,13,143,1100,71,35,28,28,258,41,189
"2628296",36,2,52,619,57,45,31,49,75,51,71
"2651280",24,9,27,321,26,33,17,13,27,33,40
"2283160",29,10,47,366,36,35,29,28,63,42,60
"2636677",6,1,7,98,5,8,4,4,8,4,5
"2636913",32,2,74,504,35,37,22,28,55,51,36
"33936",35,9,41,276,33,52,37,21,35,58,37
"1532552",25,7,47,329,38,39,31,28,48,42,44
"1449",23,1,24,705,22,19,13,6,81,20,17
"2594883",19,1,40,387,28,22,13,14,58,21,40
"1467",23,8,42,520,47,25,31,19,53,44,35
"2213194",21,4,37,390,19,26,13,15,43,19,34
"1028381",0,0,0,1,0,2,1,0,1,0,0
"185978",5264,795,5629,15576,6090,5443,4170,3579,3853,6168,3015
"61624",929,219,771,1305,1089,777,693,732,529,1186,510
"2704462",529,53,435,762,458,555,426,310,280,586,232
"44251",267,54,185,418,180,249,214,168,161,293,105
"2704463",298,23,252,452,243,252,234,185,185,303,124
"49283",293,33,238,491,302,294,280,248,185,361,159
"562959",344,30,521,629,989,369,380,212,204,349,137
"1126833",265,37,228,432,235,263,204,166,167,250,120
"79263",195,28,212,436,205,239,196,174,136,248,101
"375489",192,26,204,408,186,189,143,137,140,174,91
"1870820",215,30,348,1300,458,264,159,114,134,317,68
"169760",171,28,211,390,222,212,158,164,131,267,97
"1406",95,49,105,632,117,147,115,80,190,157,117
"248903",100,93,280,867,204,187,238,98,105,181,116
"2495582",167,19,141,344,128,138,132,126,102,175,84
"365617",156,19,127,235,145,179,124,124,85,168,66
"682956",68,11,49,155,52,49,53,32,50,78,45
"414771",153,17,107,254,102,114,105,80,82,147,55
"162209",154,17,98,448,114,146,125,110,73,169,91
"2509456",104,11,108,344,78,115,73,70,57,127,50
"2044880",104,11,86,276,87,103,94,77,159,130,59
"2707005",100,7,47,226,51,67,61,96,55,103,41
"1619311",92,16,83,171,109,103,81,87,47,132,35
"1462996",91,8,86,255,91,75,77,61,69,120,42
"160799",93,2,58,173,48,77,63,42,60,98,42
"1178515",71,12,69,247,80,98,65,54,77,72,43
"1473112",88,15,56,206,65,75,78,49,54,100,53
"44250",69,12,60,242,73,87,64,54,51,62,41
"189425",65,6,53,126,57,60,48,30,37,95,25
"1616788",78,8,65,198,54,95,73,62,42,76,36
"1338368",57,12,45,247,52,71,36,34,48,45,49
"1401",200,11,270,1745,380,193,99,174,80,350,72
"683737",54,10,82,195,85,65,72,47,50,122,43
"1778678",60,11,36,208,44,48,30,34,24,68,27
"1464",45,6,32,214,52,49,38,25,51,49,32
"189426",44,9,34,130,34,35,31,23,23,39,17
"172713",62,15,72,116,69,45,41,34,48,73,30
"198119",41,8,49,132,44,57,35,31,38,42,31
"1712516",31,7,61,246,57,42,36,36,47,61,41
"528191",21,11,36,85,40,28,23,37,60,55,16
"159743",37,4,27,99,25,24,31,17,42,46,18
"253703",18,4,30,131,20,17,22,11,10,20,17
"128574",32,7,35,85,33,35,29,27,24,76,25
"1763538",22,9,27,137,27,17,19,25,26,53,18
"59893",9,2,14,28,8,10,8,9,25,16,3
"59843",4,2,8,94,9,12,10,3,10,14,3
"2684853",651,171,524,1103,525,582,509,482,404,740,283
"51101",286,28,230,703,267,236,229,195,176,312,116
"1393",185,29,109,1268,127,181,140,127,104,185,73
"54911",358,15,143,4706,184,408,307,126,152,190,54
"1465",44,6,48,263,58,35,27,31,45,40,54
"54913",29,4,27,188,23,35,17,18,20,25,10
"2636738",651,65,539,1748,576,684,523,455,482,739,349
"2674991",523,38,384,768,432,523,415,337,256,584,225
"2507935",54,8,23,169,34,40,39,25,44,48,35
"377615",744,80,620,1101,683,742,607,466,460,788,324
"2583377",535,50,429,721,477,493,438,378,289,597,229
"55079",150,9,127,579,156,176,119,110,152,182,148
"1471761",3548,78,236,300,372,5798,5081,122,257,340,223
"714067",346,16,110,222,127,577,377,104,90,204,65
"1380685",48,3,31,135,26,70,41,16,21,36,19
"2490858",238,17,162,210,239,233,188,171,150,262,111
"2026",67,13,70,1127,64,140,144,60,49,73,32
"37482",155,15,98,234,108,149,111,74,117,105,94
"405212",1024,98,837,876,829,884,847,700,599,1166,437
"471514",259,20,160,301,174,200,202,137,102,209,102
"2622400",83,8,95,166,91,92,85,70,71,78,45
"1903704",634,57,451,1149,523,569,494,401,342,664,258
"1214604",259,21,202,465,183,227,212,144,162,254,132
"2055160",185,14,121,151,141,163,156,118,88,164,77
"33943",90,11,71,120,64,109,56,78,58,93,57
"2677223",90,6,75,119,53,82,68,60,51,83,34
"2662419",155,15,94,444,106,118,103,112,78,142,91
"1038856",107,7,96,214,91,89,87,54,60,93,43
"1499687",71,16,151,169,47,54,48,41,29,63,33
"200991",69,10,30,90,28,37,38,38,30,50,16
"1176255",48,3,52,85,36,36,23,28,28,41,16
"192421",26,1,18,99,16,32,23,19,21,31,13
"161360",16,3,19,135,14,16,21,13,12,26,6
"414778",19,2,16,123,13,7,16,12,16,20,11
"1302659",10,3,10,94,10,13,9,9,16,17,13
"1215089",19,2,13,79,18,11,14,13,12,12,10
"1374",5,2,1,16,4,8,4,0,4,11,6
"1598147",2,1,4,28,7,5,4,3,4,4,4
"2647733",85,15,84,823,114,92,79,63,89,91,76
"1571",78,8,62,438,48,77,54,53,59,95,57
"298596",10,6,16,170,24,22,11,9,26,14,24
"1474",12,1,24,130,18,16,8,10,26,17,17
"1476",5,3,4,42,7,2,6,1,10,3,6
"76853",33,55,57,607,59,61,41,49,136,16,24
"2637870",16,6,34,251,26,41,10,8,25,29,31
"51173",16,1,19,305,16,42,18,11,31,14,22
"367743",27,2,16,225,22,26,17,24,22,20,18
"459472",71,21,46,207,54,63,55,44,39,68,39
"417367",35,8,21,252,31,40,41,37,30,39,33
"2642018",20,0,22,196,19,21,10,11,17,16,19
"2644826",30,4,15,142,13,13,8,21,281,17,14
"1650",16,1,12,139,15,19,11,1,12,11,6
"1508404",37,3,28,208,26,34,26,24,31,34,26
"241244",16,7,21,201,25,23,15,8,19,23,15
"2617942",19,5,20,258,23,19,10,12,25,18,23
"1282",56,1,29,143,21,26,34,36,28,37,26
"1280",45,5,65,378,43,40,42,35,68,64,34
"1283",19,6,19,93,17,21,15,9,22,34,14
"214473",11,1,10,1068,4,8,10,7,31,8,26
"1288",45,0,20,72,8,8,6,110,204,10,5
"91994",17,1,8,129,16,17,11,13,18,25,19
"2815305",24,4,22,106,7,19,13,24,12,28,20
"170573",18,1,6,73,14,12,8,11,6,6,7
"155085",7,0,10,43,8,8,9,11,10,10,4
"45972",11,2,15,45,9,3,8,8,7,9,1
"2044912",12,1,12,49,14,7,9,5,5,17,8
"29388",13,1,10,64,4,11,5,5,11,8,5
"1290",7,2,13,91,6,6,11,4,9,7,10
"29378",9,1,90,132,6,4,6,3,198,8,10
"28035",9,1,20,53,9,8,6,7,8,5,6
"70255",6,1,6,22,2,5,4,3,1,10,3
"1294",7,4,7,38,4,12,2,7,7,2,3
"33028",2,1,2,58,5,8,2,3,6,7,3
"46126",4,2,11,65,5,7,6,7,6,10,3
"2282419",18,0,9,40,7,7,9,12,40,6,10
"1292",7,1,8,22,2,3,5,4,2,6,4
"985762",8,2,5,37,3,8,6,1,5,8,6
"29385",10,1,5,153,11,7,7,6,70,10,14
"1295",10,3,5,22,7,5,7,2,5,8,3
"1286",12,3,7,73,9,19,6,7,13,4,7
"308354",8,1,14,92,8,14,3,1,8,9,10
"29379",9,1,12,49,8,3,6,5,3,9,3
"1284",8,2,7,245,5,10,8,3,5,3,54
"46127",6,0,13,64,10,5,1,4,15,3,8
"29382",3,1,5,110,7,5,5,5,9,6,7
"29384",6,0,4,31,3,4,7,5,7,5,5
"985002",3,0,2,7,1,2,0,1,1,1,1
"29380",5,1,7,37,2,8,6,2,8,4,2
"2781774",3,0,5,31,1,4,7,0,2,4,9
