"","iYASM2TOMPOOA050195.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report"
"2629395",837,2101,616,1313,805,188,1235,1060,291,1018,131
"414996",733,1862,767,982,793,423,1187,1142,253,1044,157
"1891644",760,1718,682,969,760,191,1174,910,282,949,103
"28049",583,1359,366,863,579,101,855,846,181,791,82
"1884913",32,73,7,24,26,2,46,31,11,34,6
"1884905",33,49,14,22,20,8,39,36,12,37,3
"1884914",9,33,4,20,14,4,26,15,8,9,2
"1884907",6,26,6,10,8,1,12,10,8,13,1
"1884904",9,24,8,12,8,0,11,12,1,11,4
"573600",17,8,3,9,17,1,9,8,5,12,0
"1884915",5,15,2,2,3,1,12,8,0,6,1
"1884634",3,6,1,7,6,1,5,4,1,4,0
"1884916",2,3,0,6,1,0,5,3,0,3,0
"2637691",5655,34370,3755,7925,7213,461,13185,14771,1367,8462,2053
"49319",3616,16287,1933,5070,4218,394,6778,8632,875,5170,1016
"42256",1106,4267,626,1496,1194,130,1933,2290,292,1528,250
"2051957",564,2318,364,725,670,68,1127,1290,162,895,162
"496014",7149,13801,6815,12530,3768,978,10588,8154,1733,5052,1096
"191495",9184,21641,8861,13964,5294,2024,16468,12644,2263,7162,1640
"2627773",6914,15707,8293,12186,3906,1230,11600,8845,1653,5063,1250
"2789776",4249,13458,4474,4671,5926,2513,9827,8504,1543,7668,863
"467094",1800,5098,1305,1863,1964,609,4139,2881,661,2856,352
"53635",805,1531,524,828,1002,147,1378,1230,291,1218,118
"2648737",547,813,284,449,424,84,762,454,225,694,69
"84112",250,411,158,278,232,46,383,238,121,376,35
"1335613",229,464,102,219,214,39,313,238,116,298,39
"471189",179,309,101,213,132,30,290,174,77,277,28
"446660",194,328,114,195,177,23,306,202,84,295,24
"2636013",123,170,69,78,105,18,156,94,50,155,17
"1870985",410,603,257,444,369,59,646,391,161,555,38
"1531429",229,355,154,262,226,51,361,234,96,312,31
"84110",160,278,96,189,146,18,277,167,65,254,22
"79604",135,177,65,112,139,16,193,117,46,156,18
"1944646",50,72,12,59,47,0,54,52,2,56,5
"84163",25,51,9,19,19,3,34,17,6,17,3
"2638792",624,994,396,592,553,106,954,604,247,864,91
"1805478",376,619,210,350,309,66,553,355,151,506,43
"604330",290,536,177,316,260,47,488,303,123,348,36
"133926",191,345,131,198,190,41,317,216,75,258,22
"1871022",172,337,106,194,189,20,301,195,94,233,31
"2003188",153,255,90,127,124,18,249,125,53,229,24
"1382",11,12,5,13,11,1,37,10,10,8,2
"74426",296,530,194,311,274,46,488,316,124,424,40
"33871",203,325,85,180,168,21,267,181,75,272,28
"2649358",1721,4397,1118,1975,1856,329,3035,2524,587,2530,298
"1670831",1819,4045,1091,2248,1811,326,2947,2476,555,2639,286
"1670830",1742,4001,1118,1983,1779,312,2892,2339,571,2573,262
"185979",1542,6560,2262,1811,2300,5349,2826,3862,934,2462,1065
"33932",22,59,109,31,41,154,1930,87,21,32,19
"86661",442,1847,968,600,423,944,857,489,179,514,203
"653685",905,2202,1583,1012,933,2508,774,3754,851,961,245
"450367",11,3394,76,20,22,26,616,17,2,19,385
"189381",97,212,139,116,90,255,158,117,46,126,13
"1408",50,223,87,54,38,88,130,229,29,60,13
"561879",72,730,548,141,66,176,118,384,50,77,48
"1664069",112,116,41,81,80,67,116,74,22,134,8
"1670641",77,298,117,79,55,447,91,79,22,44,39
"1742359",85,162,122,91,75,170,78,65,31,50,18
"1397",172,154,142,145,82,863,74,356,53,98,41
"324767",88,116,127,68,101,113,71,57,33,105,7
"632773",39,79,18,43,33,21,71,37,9,50,7
"1783501",39,45,82,38,24,61,58,27,15,37,7
"1471",46,112,63,49,42,101,48,40,24,44,13
"79883",39,63,39,43,23,61,46,30,20,40,9
"218284",42,64,40,29,27,68,44,14,23,51,9
"46224",25,45,50,28,27,110,43,19,11,34,7
"38875",72,68,44,56,44,680,42,83,49,51,10
"1441095",30,119,40,38,39,55,41,34,19,41,14
"1413",21,41,34,15,15,50,41,14,2,19,4
"1547283",29,112,103,29,22,132,36,33,15,39,23
"1476025",26,56,55,32,24,91,35,29,14,29,2
"1792192",21,81,77,30,25,59,31,2821,6,15,15
"1479",25,28,46,21,23,33,31,23,11,25,10
"1925021",10,27,10,19,17,14,27,14,10,20,1
"1404",5877,24157,4927,11912,2440,10741,5478,2168,1670,1657,3810
"1402861",155,21347,5085,116,1901,7613,288,3720,918,1272,2753
"412384",82,539,23,170,38,34,102,46,19,26,82
"86664",46,127,76,72,39,167,42,2604,17,44,13
"2675274",150,14413,2417,140,220,1540,2313,313,147,236,2504
"152268",45,166,233,44,41,399,61,61,29,39,21
"79885",22,50,29,19,22,52,769,54,11,27,4
"199441",24,49,54,28,20,66,338,32,7,32,6
"79880",373,467,226,194,653,676,223,1215,134,509,45
"86665",31,66,38,33,66,68,78,48,23,71,5
"300825",31,24,16,17,18,22,15,36,4,36,2
"2598861",45,35,15,11,27,20,14,18,6,34,3
"129338",175,225,76,168,144,31,261,117,55,192,22
"2642459",196,190,63,117,148,42,184,102,51,181,17
"1422",85,126,33,90,85,17,114,56,20,111,5
"1505648",43,91,35,54,74,19,111,46,22,93,7
"1921421",86,124,93,82,87,47,106,111,43,105,25
"33940",6,12,3,11,7,4,13,13,2,17,1
"213419",7,13,2,8,11,1,10,5,0,6,0
"1478",65,1965,79,113,90,72,734,97,24,89,253
"228899",273,284,110,212,216,288,144,168,67,128,60
"421767",49,242,42,68,49,49,98,49,15,61,39
"264697",43,113,36,35,33,22,58,30,11,51,18
"1407",26,58,51,27,33,70,40,40,10,35,9
"2502791",49,66,26,36,36,31,469,40,14,69,8
"2698411",62,87,81,54,52,101,152,43,20,54,7
"2099786",16,39,9,17,22,18,74,21,12,28,2
"129985",106,439,530,83,178,510,250,148,60,194,47
"279826",114,392,1171,208,299,191,139,449,108,315,64
"1740721",2066,230,389,3173,120,170,155,144,570,100,31
"1193713",155,159,151,232,102,122,121,75,59,75,29
"1215031",10,16,14,8,13,11,19,6,1,14,0
"2636778",98,203,112,118,65,610,127,177,36,95,47
"28031",15,64,26,31,16,58,54,25,13,20,10
"1421",18,37,23,17,19,41,23,15,10,25,6
"2086577",29,45,66,23,25,900,23,103,36,55,8
"1145276",2,5,1,0,0,3,1,2,0,3,0
"746691",41,60,278,10,130,202,136,437,27,57,2
"182710",161,57,243,34,221,944,63,69,15,96,22
"2052660",35,67,49,30,30,103,41,32,9,36,10
"2620237",61,97,122,63,68,342,73,79,32,100,14
"163877",23,61,43,13,14,109,33,23,11,25,8
"1482",24,38,41,18,26,216,32,23,2,28,6
"2017483",26,47,66,19,17,142,26,17,12,18,5
"302167",9,13,15,2,7,37,9,9,6,11,2
"1473",10,21,5,2,2,78,2,1,2,6,1
"1398",136,210,110,136,161,71,215,130,55,175,17
"665099",376,760,1762,755,1048,2447,143,1048,430,1081,93
"859143",39,49,63,37,30,332,39,22,14,31,10
"2639704",33,55,32,29,38,37,48,21,15,45,4
"247480",48,35,30,34,27,44,38,24,10,43,2
"294699",35,34,22,23,31,33,35,36,5,40,4
"33934",12,26,13,20,22,28,25,18,8,32,6
"198467",0,3,4,2,2,2,5,2,1,2,0
"196180",4,2,3,1,0,2,3,1,1,4,1
"255247",38,205,56,30,31,44,86,42,18,41,34
"1221500",40,46,28,28,26,42,44,24,14,44,10
"386490",450,1903,116,674,548,346,128,803,53,535,166
"402384",19,30,43,20,15,100,27,12,13,21,4
"45668",25,52,33,20,15,105,26,20,10,23,2
"1570",17,46,33,9,13,122,24,17,8,28,5
"2614679",30,62,60,37,36,160,41,32,10,40,3
"1472767",31,31,64,23,24,283,31,28,6,24,7
"35841",28,42,41,37,44,70,71,36,27,29,3
"1230341",38,85,40,25,36,61,70,33,11,39,7
"1295642",56,50,24,38,38,21,47,25,11,45,6
"1426",14,3,6,12,15,15,11,12,4,12,2
"153151",8,10,1,3,3,4,5,5,0,5,0
"2625209",28,62,189,22,35,256,54,48,9,51,13
"2628296",31,71,71,26,36,92,51,35,15,36,2
"2651280",17,82,40,30,25,57,48,14,5,24,9
"2283160",29,59,60,22,30,65,36,23,7,29,10
"2636677",4,17,5,4,2,12,8,6,1,6,1
"2636913",22,51,36,26,25,65,42,36,13,32,2
"33936",37,42,37,29,37,46,39,20,8,35,9
"1532552",31,56,44,25,34,62,39,21,10,25,7
"1449",13,16,17,5,20,126,37,11,6,23,1
"2594883",13,34,40,12,13,76,31,25,9,19,1
"1467",31,43,35,23,22,67,25,21,8,23,8
"2213194",13,35,34,16,15,65,23,9,4,21,4
"1028381",1,0,0,0,0,0,1,0,0,0,0
"185978",4170,8470,3015,4459,3742,3694,5743,3879,1707,5264,795
"61624",693,1470,510,792,623,345,1135,704,314,929,219
"2704462",426,696,232,386,336,149,586,344,161,529,53
"44251",214,352,105,168,167,75,507,187,88,267,54
"2704463",234,318,124,198,199,86,358,200,88,298,23
"49283",280,337,159,246,222,63,351,172,120,293,33
"562959",380,345,137,510,220,108,330,192,254,344,30
"1126833",204,336,120,181,185,88,296,173,63,265,37
"79263",196,262,101,155,138,74,256,116,59,195,28
"375489",143,240,91,161,125,226,253,94,55,192,26
"1870820",159,205,68,132,132,525,226,361,60,215,30
"169760",158,221,97,136,129,81,226,128,79,171,28
"1406",115,303,117,86,78,113,196,87,40,95,49
"248903",238,733,116,257,131,386,194,150,35,100,93
"2495582",132,181,84,137,98,54,188,77,47,167,19
"365617",124,205,66,127,92,39,184,103,52,156,19
"682956",53,206,45,41,49,22,183,49,14,68,11
"414771",105,176,55,94,98,49,164,80,40,153,17
"162209",125,157,91,104,103,63,154,84,24,154,17
"2509456",73,187,50,69,71,60,142,65,29,104,11
"2044880",94,149,59,78,85,48,142,70,38,104,11
"2707005",61,148,41,59,67,55,107,50,31,100,7
"1619311",81,126,35,72,70,32,100,84,24,92,16
"1462996",77,90,42,67,59,53,99,58,28,91,8
"160799",63,110,42,56,75,30,94,48,21,93,2
"1178515",65,100,43,54,60,29,93,56,32,71,12
"1473112",78,116,53,52,44,51,91,42,18,88,15
"44250",64,85,41,48,39,28,90,42,21,69,12
"189425",48,89,25,42,59,24,79,43,31,65,6
"1616788",73,108,36,65,30,28,79,50,23,78,8
"1338368",36,92,49,55,39,46,74,48,27,57,12
"1401",99,179,72,233,192,331,72,389,68,200,11
"683737",72,86,43,61,37,40,69,36,31,54,10
"1778678",30,102,27,37,29,30,67,39,11,60,11
"1464",38,68,32,40,34,25,63,30,15,45,6
"189426",31,50,17,35,25,44,59,35,10,44,9
"172713",41,88,30,40,24,16,58,44,23,62,15
"198119",35,96,31,50,41,30,50,44,15,41,8
"1712516",36,83,41,44,31,47,50,29,18,31,7
"528191",23,177,16,33,24,14,39,13,13,21,11
"159743",31,96,18,22,19,13,38,13,10,37,4
"253703",22,34,17,10,15,23,33,15,6,18,4
"128574",29,61,25,35,23,24,28,36,19,32,7
"1763538",19,54,18,13,23,30,27,31,12,22,9
"59893",8,41,3,11,12,5,18,6,5,9,2
"59843",10,19,3,8,4,23,12,7,2,4,2
"2684853",509,1447,283,458,473,176,1023,453,184,651,171
"51101",229,290,116,196,191,79,320,189,106,286,28
"1393",140,236,73,90,127,98,210,146,45,185,29
"54911",307,174,54,177,271,298,146,453,299,358,15
"1465",27,72,54,21,22,46,43,21,6,44,6
"54913",17,32,10,34,13,23,30,21,9,29,4
"2636738",523,854,349,460,468,468,776,457,190,651,65
"2674991",415,623,225,365,365,123,523,352,149,523,38
"2507935",39,73,35,30,27,38,57,30,13,54,8
"377615",607,887,324,552,552,132,903,506,277,744,80
"2583377",438,636,229,378,359,98,557,330,193,535,50
"55079",119,138,148,96,118,121,145,89,57,150,9
"1471761",5081,341,223,113,4250,89,11585,223,90,3548,78
"714067",377,217,65,104,375,73,221,158,64,346,16
"1380685",41,42,19,19,46,28,52,20,7,48,3
"2490858",188,303,111,143,180,21,267,179,98,238,17
"2026",144,160,32,36,172,77,156,31,67,67,13
"37482",111,112,94,87,301,42,131,85,29,155,15
"405212",847,1190,437,787,662,143,1126,720,354,1024,98
"471514",202,257,102,157,163,28,234,154,56,259,20
"2622400",85,100,45,92,56,29,119,90,32,83,8
"1903704",494,608,258,479,444,137,662,441,194,634,57
"1214604",212,224,132,182,135,64,213,133,81,259,21
"2055160",156,222,77,132,124,22,181,151,56,185,14
"33943",56,130,57,83,67,7,115,78,26,90,11
"2677223",68,80,34,54,71,20,95,40,14,90,6
"2662419",103,162,91,124,98,54,165,91,46,155,15
"1038856",87,117,43,80,72,16,115,58,47,107,7
"1499687",48,68,33,48,40,22,66,35,17,71,16
"200991",38,61,16,26,41,13,64,27,18,69,10
"1176255",23,59,16,25,41,8,52,25,14,48,3
"192421",23,25,13,21,28,10,44,22,9,26,1
"161360",21,27,6,10,17,16,27,11,2,16,3
"414778",16,15,11,8,6,14,21,10,5,19,2
"1302659",9,9,13,5,13,22,14,13,2,10,3
"1215089",14,20,10,8,11,6,13,15,4,19,2
"1374",4,6,6,3,6,1,5,2,2,5,2
"1598147",4,2,4,3,3,2,2,0,0,2,1
"2647733",79,128,76,102,65,111,129,58,38,85,15
"1571",54,100,57,37,60,64,95,69,22,78,8
"298596",11,22,24,9,12,19,19,16,4,10,6
"1474",8,11,17,19,4,14,15,7,6,12,1
"1476",6,5,6,4,2,4,5,4,1,5,3
"76853",41,214,24,23,50,244,122,35,8,33,55
"2637870",10,35,31,21,14,50,29,20,4,16,6
"51173",18,23,22,11,35,79,57,10,13,16,1
"367743",17,25,18,12,17,57,43,15,8,27,2
"459472",55,154,39,37,48,22,84,35,33,71,21
"417367",41,62,33,29,44,46,41,17,4,35,8
"2642018",10,16,19,11,9,36,17,16,5,20,0
"2644826",8,33,14,6,27,48,32,42,6,30,4
"1650",11,12,6,10,6,20,20,9,5,16,1
"1508404",26,58,26,20,46,32,48,26,7,37,3
"241244",15,31,15,9,8,31,22,13,5,16,7
"2617942",10,37,23,13,8,55,19,13,4,19,5
"1282",34,69,26,17,31,30,43,25,13,56,1
"1280",42,56,34,38,41,111,39,38,9,45,5
"1283",15,25,14,16,11,20,22,15,8,19,6
"214473",10,10,26,5,1,123,22,8,3,11,1
"1288",6,24,5,8,10,32,18,15,3,45,0
"91994",11,21,19,19,11,56,17,14,5,17,1
"2815305",13,28,20,21,17,28,16,20,3,24,4
"170573",8,12,7,10,5,10,15,8,2,18,1
"155085",9,17,4,4,4,7,14,5,2,7,0
"45972",8,15,1,7,7,15,13,3,1,11,2
"2044912",9,12,8,8,10,7,13,4,4,12,1
"29388",5,10,5,6,4,9,13,1,4,13,1
"1290",11,9,10,7,8,13,13,9,8,7,2
"29378",6,10,10,5,8,161,12,4,5,9,1
"28035",6,12,6,5,7,9,12,2,4,9,1
"70255",4,9,3,3,7,6,12,1,1,6,1
"1294",2,13,3,4,1,11,12,4,1,7,4
"33028",2,11,3,3,4,8,11,7,5,2,1
"46126",6,11,3,6,5,13,11,3,4,4,2
"2282419",9,7,10,3,5,38,10,5,1,18,0
"1292",5,8,4,3,0,2,10,2,1,7,1
"985762",6,9,6,5,1,3,9,3,2,8,2
"29385",7,13,14,9,5,53,9,5,5,10,1
"1295",7,8,3,7,3,8,9,5,3,10,3
"1286",6,10,7,2,4,12,9,6,1,12,3
"308354",3,20,10,5,9,14,8,13,5,8,1
"29379",6,11,3,3,13,7,7,3,2,9,1
"1284",8,12,54,4,2,86,7,3,3,8,2
"46127",1,15,8,5,1,8,7,4,1,6,0
"29382",5,5,7,5,6,31,7,4,7,3,1
"29384",7,9,5,5,3,22,6,5,0,6,0
"985002",0,3,1,1,0,0,5,9,2,3,0
"29380",6,6,2,8,3,6,5,4,3,5,1
"2781774",7,10,9,3,2,9,5,3,0,3,0
"1654388",0,1,5,1,3,6,4,2,1,1,0
"1281",6,10,4,4,2,8,4,6,3,3,2
"61015",5,14,5,7,3,7,3,6,2,4,5
"246432",1,4,3,4,6,6,3,4,2,11,1
"1461582",26,29,15,25,19,72,78,18,12,35,3
"946432",8,14,8,6,2,34,6,16,2,9,1
"69966",7,17,14,6,7,9,24,5,2,5,1
"1855823",18,28,16,11,14,23,23,8,6,21,2
"2619255",1,0,2,0,0,0,3,0,0,0,0
"1903056",2,3,0,2,2,19,1,0,1,0,0
"1296",12,53,36,15,50,239,20,52,4,43,7
"71237",4,24,5,4,1,12,14,3,2,15,1
"42858",10,9,18,3,4,412,10,4,3,6,0
"150056",7,3,3,1,1,3,5,4,0,4,1
"643214",4,13,1,5,1,6,5,7,2,8,2
"407035",27,41,17,14,30,185,32,28,9,39,0
"1817405",4,3,9,6,3,28,11,0,2,4,1
"33986",321,528,200,313,286,132,449,223,116,374,51
"1378",23,34,23,25,22,24,33,31,14,32,5
"1639",44,77,72,45,32,447,44,25,13,50,5
"1638",15,28,12,8,7,16,18,10,6,9,1
"1006155",13,27,10,11,7,8,18,5,5,9,2
"1640",7,13,6,5,5,16,13,8,0,13,1
"1641",12,14,8,14,14,18,13,3,3,20,2
"1642",5,10,37,6,5,81,10,7,1,10,4
"2642072",9,6,12,2,7,12,10,8,0,12,1
"1643",6,11,9,6,5,13,5,5,1,6,1
"2756",11,12,12,4,5,8,14,7,6,11,1
"269673",49,71,37,31,44,21,81,38,12,59,8
"1584",50,126,35,68,61,27,118,79,32,92,3
"2620435",24,44,15,19,8,9,38,16,4,17,4
"47770",7,12,7,7,6,76,16,10,3,8,2
"227945",0,6,8,2,3,5,13,3,2,4,0
"83683",0,8,3,4,7,2,11,9,1,3,0
"1579",4,9,5,1,5,3,10,9,0,5,0
"33959",8,16,4,6,11,47,10,6,4,6,0
"1600",5,8,0,5,1,5,9,2,1,12,1
"109790",5,8,3,6,8,2,9,4,1,8,1
"147802",8,8,4,13,0,7,8,2,5,11,0
"303541",4,7,3,1,5,2,8,3,0,3,2
"1587",6,5,6,3,3,39,8,6,1,13,2
"1604",5,20,6,4,3,30,6,4,2,7,1
"1218494",2,1,0,2,1,0,6,1,0,3,0
"267818",4,11,4,4,3,1,5,3,1,5,1
"1218493",1,3,1,3,2,5,5,2,1,2,0
"2269374",8,3,1,5,0,1,5,2,1,3,0
"1596",1,4,1,5,4,0,4,7,1,6,2
"508451",4,3,2,3,0,2,2,1,3,5,0
"2107999",2,2,1,3,2,0,1,0,0,0,0
"267363",63,103,40,64,60,13,101,71,22,101,13
"1580",44,81,17,46,43,14,73,43,18,76,5
"2292255",21,39,15,8,20,8,27,8,7,32,2
"637971",13,17,7,19,10,2,26,15,7,18,2
"1613",54,92,40,49,53,15,69,60,23,72,4
"35787",52,78,32,49,62,19,69,47,22,89,6
"97478",27,42,12,19,16,7,40,22,14,23,5
"1598",20,22,12,10,10,52,24,12,4,23,5
"227942",10,6,3,7,10,4,8,6,3,17,0
"1633",4,2,5,4,4,19,6,3,1,7,1
"104955",6,4,5,0,4,1,6,4,4,3,0
"1582",12,24,10,16,19,4,52,12,6,33,1
"47715",34,36,10,33,23,5,42,21,11,45,6
"88233",25,28,7,15,8,6,29,11,4,17,5
"1597",16,19,9,14,15,3,26,12,7,24,2
"57037",14,16,6,15,17,1,16,7,2,21,1
"1583",11,24,5,9,7,45,39,160,2,18,4
"137591",12,16,6,7,7,8,22,23,7,28,3
"2506420",15,22,11,6,11,7,22,17,8,13,6
"155866",8,18,3,23,11,2,14,4,2,15,4
"1631871",2,5,2,4,4,7,14,3,2,2,0
"46256",3,4,3,0,1,3,13,4,2,3,3
"1162633",7,11,2,4,1,0,12,4,3,3,2
"759620",5,8,5,4,3,6,7,2,1,4,1
"1629",5,16,5,3,14,6,6,7,0,13,0
"1249",0,6,6,2,10,8,4,10,1,6,7
"2683241",4,2,2,1,2,4,1,1,1,5,0
"304207",69,103,40,62,53,12,100,42,29,78,7
"1589",31,51,15,19,20,10,52,33,10,44,6
"1590",37,28,46,14,25,2,26,8,10,47,0
"60520",12,14,1,6,7,3,18,8,1,7,6
"1245",3,16,3,5,11,3,18,5,4,7,0
"1244",3,11,2,1,2,3,10,1,3,13,2
"1246",10,8,4,8,6,0,8,10,3,15,2
"1252",4,5,2,4,4,1,8,2,3,7,1
"33964",3,1,0,1,2,1,7,3,1,7,4
"1511761",7,2,1,2,6,1,5,6,0,6,1
"33968",2,5,3,4,7,0,3,2,2,12,0
"136609",0,0,0,0,0,0,1,2,1,0,0
"1622",5,6,1,6,3,1,13,3,2,14,1
"1623",15,16,7,12,14,6,13,11,7,12,5
"1624",9,23,17,7,12,94,12,9,2,19,3
"1605",4,10,5,9,1,1,11,6,2,10,1
"228229",7,6,3,7,8,5,9,6,2,7,0
"89059",9,13,2,14,9,4,7,2,1,14,2
"1601",2,16,7,10,2,9,4,10,2,10,1
"1581",12,17,5,17,15,6,26,11,2,19,3
"152331",13,9,5,11,9,1,11,5,1,8,1
"1588",5,19,7,9,7,2,10,7,4,18,3
"33962",7,11,3,7,8,4,8,2,4,9,0
"1138822",6,4,3,6,5,1,7,4,1,7,0
"1255",7,7,8,4,6,6,19,5,4,11,3
"1670797",20,23,4,16,9,7,17,14,7,16,2
"114090",4,2,4,2,4,1,11,2,2,5,0
"51663",10,2,2,5,6,6,9,2,1,6,1
"187452",9,6,10,1,5,5,4,3,1,5,0
"1599",12,38,11,9,12,9,27,8,6,20,3
"164393",6,13,10,5,7,3,14,4,1,6,0
"28038",16,13,4,9,11,4,10,10,4,23,2
"60519",7,5,3,4,4,2,3,3,0,5,0
"2203724",10,16,6,4,5,0,22,5,1,9,1
"1247",9,7,2,9,6,2,16,7,5,15,1
"336988",12,13,5,6,4,4,14,4,2,6,0
"2636988",3,6,4,3,4,2,3,3,1,8,0
"1847728",1,10,1,4,4,0,10,3,1,3,0
"938155",5,3,0,2,1,2,6,5,1,5,2
"1612",4,1,0,7,1,1,5,2,0,3,0
"2304606",3,7,3,5,5,1,5,3,0,2,1
"1602",6,13,3,1,3,1,4,3,1,4,0
"83526",9,12,4,2,5,0,4,3,1,9,1
"392416",1,3,1,5,4,1,4,1,7,3,1
"2714036",4,2,2,2,3,0,4,2,3,2,0
"1007676",8,8,3,8,1,2,2,3,2,10,3
"1074467",6,4,2,5,0,2,2,6,3,5,0
"1607",9,14,11,4,8,3,21,5,5,12,0
"1610",17,15,11,16,9,7,18,3,9,17,4
"375175",9,20,4,7,11,3,12,9,3,15,4
"240427",15,31,20,18,23,4,26,10,5,15,2
"176292",3,18,3,2,2,1,13,6,1,3,0
"231049",18,25,5,16,10,4,30,12,9,33,2
"468911",5,10,6,6,5,2,11,5,1,7,5
"82688",6,4,2,7,1,4,8,3,1,5,1
"1618",3,11,6,4,4,5,2,2,4,5,0
"1720083",7,4,11,6,1,5,15,10,6,6,0
"1296540",5,5,5,4,8,1,7,5,4,8,1
"293371",3,4,2,3,4,4,4,1,2,1,0
"1193095",3,9,1,3,2,1,3,3,3,5,0
"1614",1,1,5,4,1,4,4,1,3,8,0
"53444",2,6,4,1,4,1,3,3,0,7,1
"1625",1,2,0,2,4,2,1,3,0,4,0
"51664",5,10,1,1,6,2,10,3,1,1,0
"148814",1,8,0,2,3,3,4,1,0,2,0
"2419772",0,9,3,2,7,3,3,0,5,1,1
"1603",10,6,3,4,9,4,8,5,7,18,3
"1303590",8,13,5,3,2,6,5,3,0,7,3
"2608887",39,38,22,25,20,8,55,32,21,51,4
"1307",36,67,25,20,35,19,42,25,16,62,4
"119603",23,21,16,18,11,9,40,11,7,28,4
"2173853",17,25,8,21,10,2,24,2,6,20,5
"1305",23,38,16,9,19,11,24,23,4,35,6
"1303",13,22,5,13,13,10,23,10,4,24,5
"671232",7,15,15,12,2,3,22,8,3,21,1
"1302",16,10,4,13,12,2,21,9,1,26,2
"1308",8,14,5,7,8,2,20,7,3,11,1
"1310",6,13,10,10,8,1,14,6,0,9,0
"1313",14,17,4,10,10,2,14,8,3,17,2
"1309",8,10,1,7,1,1,14,4,3,10,0
"1811193",10,10,1,3,12,2,12,4,1,9,0
"28037",9,17,12,8,12,3,12,10,1,12,0
"1335",3,12,6,9,7,3,11,6,3,7,1
"1340",5,13,4,3,3,0,11,5,0,7,0
"1329",0,6,3,3,4,1,10,4,1,6,0
"1341",7,14,7,10,10,4,10,2,1,6,2
"1304",9,13,3,7,7,2,10,6,8,15,2
"1314",15,15,8,8,13,3,10,9,7,16,1
"1318",5,5,2,8,4,1,9,4,4,3,0
"1326",3,8,8,3,6,3,8,1,2,8,0
"45634",10,19,2,17,12,1,8,11,4,9,1
"82348",10,8,3,4,1,3,8,7,1,4,1
"315405",9,6,1,6,4,0,7,5,5,11,0
"1888195",3,10,2,4,7,1,7,4,1,12,0
"1825069",5,4,1,2,3,1,7,1,1,1,1
"1349",6,15,6,6,0,4,7,2,0,7,0
"1348",5,3,5,4,2,3,7,6,1,6,0
"1111760",0,4,2,5,0,1,6,1,0,5,1
"400065",5,6,2,2,6,2,6,2,1,9,1
"361101",4,9,3,5,8,2,6,4,1,7,1
"149016",5,2,2,2,0,5,6,2,4,7,0
"257758",2,3,0,3,0,0,5,0,0,4,0
"113107",5,6,1,10,6,0,5,2,1,9,1
"2021971",3,7,3,3,3,3,5,4,0,5,1
"1345",11,13,7,5,17,2,5,3,1,9,0
"2490633",1,1,0,0,0,0,4,1,0,1,0
"1814128",4,9,1,6,2,4,3,1,1,7,0
"102684",1,0,0,0,1,1,2,0,1,2,0
"2382163",1,1,0,0,2,1,2,0,1,1,0
"1343",2,2,2,0,2,0,2,1,2,1,0
"1917441",0,1,0,0,2,0,2,4,0,3,0
"33040",1,0,0,0,0,0,2,0,0,0,0
"1311",4,2,3,2,0,28,2,2,4,2,0
"1346",1,10,3,1,1,3,2,1,3,5,0
"197614",0,0,0,0,0,0,1,0,0,0,0
"1363",10,18,10,13,20,4,25,49,6,19,1
"1359",9,32,8,5,12,5,24,7,3,13,0
"1358",12,18,11,8,12,7,19,12,3,24,5
"1366",12,14,7,10,15,4,16,10,3,25,2
"2419773",6,4,0,8,3,1,9,3,1,3,2
"1151742",5,8,2,4,8,3,8,8,0,10,3
"2643510",6,9,1,6,7,4,8,3,1,6,1
"1364",1,4,2,2,4,1,2,4,0,0,0
"2749961",1,1,1,0,0,0,1,0,0,0,0
"33945",19,31,15,15,19,14,38,20,9,25,4
"160453",20,22,4,13,13,5,26,10,6,17,2
"1351",23,32,20,21,17,18,25,21,10,26,2
"37734",17,34,8,12,35,10,20,32,4,21,4
"1352",16,19,20,22,6,83,19,4,2,11,3
"1354",9,16,11,13,13,25,17,10,8,12,2
"53346",13,20,5,11,7,6,17,8,4,17,3
"53345",9,13,4,5,6,7,16,4,4,12,4
"118060",7,14,4,3,8,5,16,3,3,9,0
"1805431",8,9,3,5,8,3,13,4,2,12,1
"44008",9,22,9,10,8,78,10,7,4,13,1
"2005703",8,15,11,11,6,9,8,6,3,18,1
"417368",6,8,1,2,5,6,7,6,3,2,2
"2608891",2,5,3,5,2,2,7,2,1,2,0
"1353",0,13,0,2,1,0,6,5,1,1,0
"357441",0,1,0,1,0,0,1,0,0,0,0
"2571750",3,6,3,3,4,7,11,4,3,8,0
"218144",4,4,7,4,4,6,10,3,4,6,2
"2714946",5,3,3,7,2,6,9,7,0,6,2
"2648499",3,5,2,3,5,4,7,2,2,3,1
"519472",3,4,3,4,3,10,6,2,3,5,0
"2714947",8,19,6,3,1,6,6,6,5,4,1
"633807",3,13,6,2,0,10,4,8,2,11,0
