"","X0n7bM2TOMPOOA100365.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report"
"2079792",441,52,564,240,237,223,299,324,283,206,99
"2685235",420,43,655,281,197,219,336,352,252,163,81
"674079",729,88,1048,457,338,356,537,519,494,328,186
"2621488",729,125,1009,440,352,457,510,571,516,361,223
"279828",666,96,1030,495,284,351,478,503,486,396,188
"2643261",596,94,1184,384,296,308,561,512,416,303,134
"2645362",572,75,832,358,267,328,440,399,318,288,150
"2641148",492,74,796,375,240,291,411,402,359,274,125
"1619308",430,57,666,284,214,230,337,401,317,205,105
"1655489",222,24,292,158,95,135,158,161,135,111,29
"2623385",88,11,103,54,38,49,66,72,57,44,21
"708131",23,2,22,5,13,18,14,20,17,7,4
"1159327",72,5,64,32,19,34,56,59,38,31,13
"235627",12270,8098,68680,11317,6984,5960,19765,9669,7385,8529,2309
"37921",1449,223,2528,1004,897,898,1206,1163,1093,703,319
"37928",1042,3864,24110,781,1416,638,1367,957,932,716,231
"2211210",579,116,1117,381,294,345,473,466,433,318,121
"156980",563,102,1016,377,298,346,512,494,422,309,156
"656366",443,94,805,266,205,222,296,358,270,226,92
"1670",47,13,53,25,35,35,24,24,51,33,11
"1275",1914,675,5863,895,2243,698,1205,1188,950,668,230
"388357",1147,363,3676,742,21509,579,1120,1020,770,599,192
"446860",1136,333,3213,757,2534,621,1145,1193,852,644,213
"2649579",624,70,990,450,383,395,471,544,462,332,164
"71999",598,74,913,420,365,378,482,570,439,332,131
"1272",393,49,758,267,281,245,341,337,371,223,101
"72000",343,65,635,211,279,199,335,328,303,178,76
"1049583",68,8,113,54,47,57,76,58,74,60,26
"2647000",2357,1204,9774,1913,1196,1422,3236,2058,2146,1481,706
"361575",555,596,4228,481,1458,273,1293,540,402,316,122
"85085",465,308,2299,377,231,279,764,435,384,293,101
"728066",373,286,2065,299,224,222,675,379,324,248,120
"121292",267,110,931,243,171,145,317,252,168,129,53
"37927",1528,201,2501,1017,693,1005,1330,1221,1139,1065,447
"2646595",1067,194,1795,731,579,718,1085,937,1010,548,248
"1270",1396,172,2167,923,695,896,1115,1291,1030,732,339
"2620948",37,5,57,31,23,26,29,34,28,9,10
"162496",443,62,783,349,259,219,356,354,308,233,102
"37930",305,42,468,246,159,194,253,326,256,192,80
"1933880",224,36,352,140,130,123,171,215,166,127,60
"1775880",204,19,302,165,95,109,161,158,144,87,47
"256701",164,19,299,81,89,93,123,140,131,71,19
"37929",112,16,193,68,65,80,99,176,95,59,33
"2627139",31,8,45,24,13,27,48,68,35,28,11
"37923",836,94,1202,508,456,482,635,678,543,393,167
"43675",276,32,358,162,107,145,219,167,146,89,51
"85336",109,16,147,50,81,59,88,84,98,67,30
"2047",80,8,95,40,33,58,51,63,49,44,19
"172042",74,9,97,49,33,48,53,55,50,49,24
"396015",64,4,77,30,29,34,38,45,19,37,6
"169480",46,7,41,22,20,24,32,37,25,27,9
"2689056",34,8,96,39,27,26,33,51,19,49,3
"2634190",575,168,1171,282,188,230,434,380,312,224,82
"37931",421,118,702,122,68,79,269,128,154,64,36
"43663",122,40,363,95,44,59,178,85,105,51,12
"29320",3,1,7,2,0,3,8,1,1,2,1
"2632435",1025,152,1744,652,619,630,851,958,823,570,256
"2629769",424,53,647,288,249,249,369,347,326,236,88
"2626589",337,43,464,220,190,190,276,347,282,179,105
"1618207",227,33,347,147,82,116,215,178,145,98,33
"556325",142,25,233,105,72,76,141,105,121,61,44
"2634694",110,6,154,75,69,60,80,104,100,73,24
"1646",106,10,136,66,39,55,86,69,71,56,25
"372663",6789,153,2262,1474,935,712,1203,1174,1042,705,314
"139208",1788,200,2393,957,1400,872,2196,1406,1202,840,343
"2624466",2319,251,3631,1386,1562,1291,1906,1772,1804,1042,527
"1710",1547,180,2613,926,972,757,1277,1146,1054,707,378
"186189",1320,114,1772,685,668,689,916,978,914,573,282
"2509459",1222,129,1693,702,650,707,904,978,895,621,236
"2626399",1536,134,1816,854,670,739,1060,1049,976,640,287
"2620175",6780,813,9752,4264,5234,3778,5202,5466,5084,3304,1415
"1708",1679,210,2509,1149,1354,948,1293,1339,1202,792,347
"1711",1336,172,1982,874,987,854,1016,1061,1187,720,396
"2566013",1281,165,1978,863,1079,770,1058,1154,1101,682,323
"11",1180,125,1721,775,780,681,764,873,949,596,242
"2729175",926,125,1647,656,675,583,709,820,770,540,212
"2638618",1464,199,2510,1016,1654,857,1172,1255,1194,753,390
"2619021",1244,125,1790,817,741,731,1037,985,817,662,258
"2649176",1062,115,1616,691,663,631,854,913,851,629,278
"545619",782,85,1269,524,592,424,705,657,688,445,198
"262209",1450,202,2575,988,912,937,1247,1266,1259,733,349
"53458",1007,121,1900,643,604,554,740,785,900,520,220
"857417",571,82,982,377,308,331,439,455,470,262,122
"2649294",335,43,560,223,165,181,235,269,257,167,72
"2637926",1768,299,3740,1162,973,1010,1436,1412,1446,931,373
"1690220",1596,193,3313,1131,949,963,1254,1282,1391,789,338
"53358",3001,515,12832,1716,1147,1375,2777,2005,1608,1107,481
"443156",1875,335,3818,1269,1271,1193,1498,1397,2190,858,372
"2643346",1393,225,2743,899,967,951,1153,1107,1632,709,282
"2663846",1390,203,2534,964,870,913,1048,1179,1238,803,296
"2615080",3568,432,6154,2408,2267,2082,3354,3091,2881,2096,731
"1288636",1244,169,2281,858,795,694,1064,999,995,724,275
"2593973",807,103,1366,514,529,485,588,659,629,377,191
"767452",1195,119,1930,732,619,650,978,944,919,625,237
"1078471",1052,128,1618,702,618,600,695,794,801,533,223
"247333",958,124,1513,659,567,575,736,788,717,489,218
"1758689",958,107,1623,633,637,601,856,826,732,559,229
"2614124",2554,638,5739,1697,1157,1324,1557,1828,1614,1040,445
"33889",1820,214,2797,1222,898,1113,1405,1505,1413,1002,407
"1703",576,61,765,377,295,376,438,625,445,276,138
"199591",574,62,787,376,304,351,437,486,455,304,116
"273384",472,53,609,289,240,271,321,384,342,223,115
"629680",415,28,487,285,152,227,243,292,249,165,82
"358099",343,42,474,222,165,227,212,289,251,177,68
"1136497",215,24,274,136,146,147,149,200,137,126,54
"2623841",1898,193,2672,1195,1076,1152,1463,1617,1511,949,495
"556288",849,97,1230,521,519,552,618,810,662,447,195
"1331682",807,110,1175,561,427,537,632,729,574,422,209
"43669",795,73,1068,497,453,488,553,767,648,463,204
"2017484",681,79,934,393,345,391,473,537,438,300,149
"2017485",579,58,776,397,308,328,453,509,455,304,125
"1630135",281,21,303,220,101,181,154,277,224,133,63
"1667168",272,18,333,153,98,150,191,234,231,140,56
"472569",124,15,213,86,66,105,146,165,130,72,44
"2626815",2991,379,5316,1957,2509,1771,2867,2578,2404,1609,673
"2483799",1323,143,2122,860,956,744,1205,1129,1052,745,258
"1274",911,111,1489,637,518,599,757,773,820,464,250
"2643059",726,89,1067,472,420,419,530,601,617,318,167
"571913",1271,159,2149,893,846,827,1096,1052,1153,672,337
"2649892",728,86,1208,448,424,463,615,560,598,339,156
"84757",2101,243,3153,1402,1111,1279,1624,1652,1588,1007,434
"2626367",1338,152,2107,905,800,886,959,1160,1085,646,286
"2648503",3404,378,5617,2323,2223,2071,2914,2861,2648,1803,761
"60920",1175,157,1846,776,778,720,971,1086,1026,663,293
"2645534",941,120,1349,611,613,612,742,850,797,526,230
"1133546",1533,175,2074,919,849,925,1093,1189,1179,748,306
"2649508",616,70,870,373,329,333,462,477,443,302,127
"100225",415,36,654,259,208,259,322,272,257,177,80
"1863",102,15,155,76,73,69,99,85,83,39,32
"1276",1000,112,1584,624,607,570,793,791,850,534,198
"43674",94,8,104,47,33,33,71,68,61,44,22
"2039",60,6,76,38,33,38,56,37,57,22,4
"1797",4172,130,1416,1503,505,635,735,854,791,530,251
"1791",1990,352,3770,1286,937,1043,1683,1444,1461,869,376
"758802",1989,211,2731,1334,1023,1182,1412,1456,1693,918,448
"2636767",1689,188,2387,1100,770,905,1282,1232,1328,752,334
"1772",1440,152,1880,963,844,988,1355,1136,2673,786,347
"36813",1411,151,1623,812,692,996,1060,1178,1191,622,339
"36814",1407,141,1428,916,520,639,640,670,845,442,180
"46351",1379,146,1682,918,610,762,917,987,1054,590,278
"370526",1349,165,1668,874,1005,778,1078,969,1692,562,313
"117567",1330,418,1986,741,505,492,868,685,700,456,200
"1771",1299,150,1850,934,671,726,950,978,1090,677,289
"212765",1296,134,1780,850,522,774,970,1002,934,608,257
"1286181",1278,134,1747,863,585,641,819,839,951,580,256
"53462",1262,146,1854,845,620,656,996,964,1065,585,262
"39691",1252,146,1433,808,553,602,691,753,1008,484,227
"1800",1250,129,1502,801,581,696,878,850,1030,565,286
"1286180",1240,128,1685,905,578,756,919,936,1001,565,285
"216929",1203,145,1608,774,629,680,860,858,879,628,233
"1792",1185,146,1621,781,742,626,870,904,857,528,235
"1804",1180,141,1413,716,548,583,760,928,893,534,232
"1810",1130,122,1521,760,566,552,786,839,765,530,239
"39692",1103,129,1594,732,535,643,851,867,935,534,256
"134601",1053,104,1502,629,606,821,1161,947,4690,622,249
"1249101",1039,119,1329,672,908,497,740,694,1156,446,231
"39695",1010,103,1452,675,474,600,799,819,728,524,213
"146017",992,198,1470,620,430,480,739,700,724,393,177
"39688",983,112,1296,598,615,653,775,762,797,434,225
"258505",979,130,1485,639,431,556,823,726,757,442,213
"28047",935,114,1360,651,461,523,665,677,665,438,194
"1793",924,119,1536,597,455,518,682,747,788,523,184
"1794",855,108,1035,535,409,380,442,483,586,327,156
"444597",785,89,1058,514,408,445,570,631,550,429,161
"1534349",751,73,927,481,256,383,515,499,485,296,160
"56689",730,103,1052,463,458,483,577,618,566,372,156
"1431246",729,82,1103,513,373,442,526,577,587,366,156
"319706",689,127,893,439,1027,439,559,534,508,438,132
"126673",677,61,940,421,526,403,520,503,510,374,150
"319707",629,91,899,428,335,384,462,527,469,380,151
"1766",627,139,977,401,603,1265,1322,1378,5235,366,536
"67081",626,125,914,363,266,320,490,441,470,245,114
"1799",552,68,661,347,237,336,352,432,429,421,132
"1534348",492,56,682,354,207,289,315,341,373,224,106
"39694",282,31,382,203,184,176,191,206,250,124,51
"110539",204,18,255,136,91,93,153,160,121,123,43
"39687",196,22,232,135,101,111,152,159,139,76,34
"85693",185,23,223,134,115,108,132,144,152,90,32
"2487344",154,30,247,114,45,59,92,96,85,61,22
"2642494",8661,1069,9961,5747,4319,4826,5002,5311,6832,5935,2284
"2249310",6450,671,7765,4229,2751,3819,4336,5122,4767,3072,1384
"120793",4731,450,6134,3066,2217,3140,3207,3611,5536,3083,1130
"1778",1393,157,1676,874,572,813,1000,1111,987,623,307
"1552759",1321,151,1950,904,637,774,977,1050,1086,687,300
"482462",1144,125,1553,734,496,665,887,804,832,1023,244
"77643",990,78,1118,586,336,475,662,671,510,389,144
"39689",960,131,1058,584,329,362,483,544,564,294,140
"43348",960,98,1214,577,419,615,615,735,768,473,206
"1389713",863,91,1100,590,368,472,616,747,588,422,184
"44010",846,89,1027,561,351,534,546,725,671,449,204
"1768",809,68,995,546,315,463,531,630,513,373,164
"1775",740,83,943,565,348,462,551,619,543,343,179
"486698",690,60,684,457,223,401,476,485,443,298,125
"169765",666,49,855,462,232,354,449,486,431,324,112
"110505",639,71,818,423,325,411,431,495,458,318,144
"398694",622,65,779,386,290,384,447,464,450,307,135
"29311",610,29,333,225,140,192,224,258,220,127,70
"459858",608,72,742,376,273,364,422,495,522,299,103
"590652",596,52,731,376,250,319,374,475,432,302,141
"1789",562,54,680,392,234,331,405,459,385,290,115
"386911",530,34,658,346,200,333,370,432,379,263,122
"2094119",465,44,600,292,195,274,311,380,351,209,108
"1769",141,13,139,85,28,72,43,89,60,46,29
"1781",133,16,196,103,45,108,103,112,92,70,26
"2492438",64,10,116,57,56,46,47,69,62,33,14
"1809",62,6,74,32,30,36,30,49,31,29,14
"133549",42,1,50,31,16,30,33,35,26,24,9
"265949",17,3,24,12,6,12,4,14,8,8,5
"261524",13,4,21,14,8,7,12,16,9,9,2
"28045",1,0,2,2,0,3,1,1,4,0,2
"36809",952,84,1193,634,429,546,658,769,714,527,208
"1578165",378,51,598,240,171,207,306,351,323,188,82
"1774",371,47,690,232,158,226,285,261,261,192,97
"83262",361,53,547,242,138,221,292,331,306,226,104
"404941",329,33,498,236,137,210,214,247,247,156,71
"1520670",195,38,281,131,72,106,114,163,123,103,42
"1788",665,73,1080,471,362,384,553,610,587,354,121
"29314",624,73,925,426,344,397,466,539,490,336,136
"1118379",493,44,689,337,267,266,366,444,401,233,125
"875328",86,8,93,40,64,61,56,57,64,57,14
"1069220",740,72,1117,578,426,520,652,702,678,456,165
"639313",419,44,685,290,217,236,333,377,304,201,80
"192944",12005,3958,21192,8563,6243,6901,9086,9701,9155,6185,2645
"37919",2223,317,3528,1381,932,1214,1692,1720,1483,1102,476
"1830",1661,342,2702,969,958,959,1583,1428,1134,772,321
"43767",1343,194,1839,905,716,910,986,1122,1119,736,322
"1829",1136,188,1796,830,643,689,1443,1056,1300,664,296
"99653",924,115,1242,606,413,504,635,716,628,411,186
"1828",844,404,1188,590,378,464,637,723,670,433,193
"300028",805,86,1258,585,434,498,706,643,705,457,177
"132919",701,137,1078,488,279,385,564,493,406,344,144
"38310",659,65,970,448,345,370,533,508,519,320,158
"103816",323,38,388,162,148,171,305,297,300,166,48
"1833",192,18,221,111,78,110,148,178,102,96,49
"334542",183,86,353,111,89,109,106,142,111,74,33
"262776",138,12,194,85,42,58,88,98,76,56,15
"191292",102,19,127,85,42,56,81,82,72,37,28
"1500843",73,16,83,61,58,42,68,49,62,44,24
"37326",3264,428,5220,2370,1707,2082,2781,2949,2725,1732,806
"2637762",2630,289,4084,1740,1230,1931,2465,2569,2014,1516,607
"455432",2276,273,3378,1537,1139,1481,1894,2066,1825,1302,501
"135487",2228,291,3594,1463,1335,1465,2527,2013,2372,1237,543
"37329",1798,186,2684,1181,885,1053,2325,1501,4942,975,377
"1824",1453,187,2513,992,680,853,1148,1178,1140,739,306
"228602",1429,150,2021,963,662,910,1201,1285,1126,776,343
"480035",1397,140,2069,916,757,907,1172,1190,1177,726,332
"37332",1220,135,1802,859,519,758,1040,930,889,632,256
"2382165",1218,120,1680,770,564,790,944,1028,937,625,288
"1823",1192,124,1713,759,639,730,1003,1026,937,690,298
"37330",1155,129,1548,744,563,749,865,961,1042,612,303
"2213200",1116,149,1754,718,577,638,809,941,887,517,245
"2624378",2046,199,2658,1411,881,1186,1423,1669,1498,977,457
"191493",813,86,1281,577,433,504,660,785,635,459,200
"1725",796,89,1151,499,512,498,606,755,633,396,245
"1230998",683,72,997,441,359,405,544,582,517,333,167
"36808",658,75,1016,460,328,396,533,595,494,392,163
"1032851",558,61,733,377,227,338,419,467,365,282,109
"225326",519,48,761,383,316,320,437,460,410,293,114
"38305",430,46,662,292,227,274,333,367,350,201,117
"575200",429,51,562,292,186,238,298,395,282,237,98
"1727",424,38,599,283,180,239,273,328,251,258,93
"1223514",392,46,588,276,219,237,334,328,304,196,95
"2079535",354,32,404,227,157,224,222,290,240,165,89
"1072256",350,42,410,224,178,215,228,268,224,185,97
"2080740",348,41,440,206,152,211,227,270,216,175,60
"349751",347,40,534,239,171,246,342,350,277,196,77
"1121358",338,40,563,239,172,262,292,348,291,198,89
"89154",328,39,408,207,154,184,200,252,191,155,63
"441500",316,38,408,206,193,239,274,314,269,192,102
"38302",308,33,427,201,137,214,214,278,211,169,74
"191610",306,31,439,226,126,203,249,266,206,181,73
"1737425",289,20,406,202,125,168,239,229,217,145,71
"1404244",283,37,382,164,134,147,219,254,181,165,57
"2594913",280,20,381,199,144,183,213,246,228,156,80
"156978",280,32,330,209,132,154,189,247,221,157,76
"38289",277,23,324,173,171,181,206,227,189,130,74
"43771",251,33,281,154,100,137,163,194,197,131,63
"152794",223,31,261,138,106,132,143,185,134,110,57
"401472",221,17,291,167,119,139,181,203,162,129,56
"187491",212,33,266,124,94,153,176,238,165,126,54
"169292",205,25,225,120,85,119,115,146,106,78,37
"1231000",203,18,300,144,69,118,106,160,133,106,39
"161879",188,15,217,129,72,115,118,150,139,78,49
"43770",178,22,200,135,94,86,116,161,120,104,36
"136857",177,20,335,155,88,125,147,174,150,123,53
"39791",175,18,251,128,106,102,129,170,161,98,72
"38288",164,20,248,116,87,94,134,165,130,83,33
"38304",160,16,197,93,66,111,99,118,122,90,31
"203263",155,26,175,84,69,74,97,116,90,87,25
"146827",146,18,256,103,45,90,117,98,71,77,28
"156976",146,16,191,130,58,79,82,103,82,58,33
"43768",142,17,222,103,60,104,107,125,116,80,31
"2488819",135,11,160,98,62,105,84,124,100,78,44
"28028",131,18,262,85,51,75,97,108,84,56,17
"1050174",113,11,157,81,52,68,75,88,60,58,26
"1724",106,13,138,73,46,85,77,112,87,74,24
"161896",105,13,138,77,44,76,52,88,64,55,30
"1705",102,13,526,62,212,42,113,63,37,27,15
"65058",98,7,104,66,36,70,50,69,60,41,20
"43990",96,11,141,62,30,61,96,62,80,52,27
"1471400",91,7,100,67,32,46,82,67,57,44,22
"35757",91,3,74,54,31,51,43,70,44,40,14
"161899",90,1,133,53,41,45,79,75,82,55,29
"38301",90,9,107,67,36,50,46,70,54,51,27
"161895",83,7,101,53,36,61,56,69,60,49,28
"43769",83,10,106,55,36,52,39,83,40,46,13
"258224",75,7,84,52,33,53,53,87,37,47,30
"42817",71,11,94,50,35,45,42,63,58,36,12
"2079234",70,9,105,75,49,51,64,62,74,48,40
"2080757",65,5,85,42,25,39,52,59,74,32,17
"1862358",64,7,82,53,33,34,44,74,64,36,17
"1979527",64,5,66,48,33,51,59,50,61,39,15
"1408191",58,6,65,35,32,57,32,58,39,36,12
"160386",56,1,404,33,23,40,66,196,58,34,20
"1717",56,8,75,51,31,36,37,59,47,41,22
"1697",48,7,56,29,31,27,34,55,36,15,9
"38290",47,7,92,51,31,49,45,52,38,39,10
"571915",47,10,66,48,30,42,28,51,47,34,15
"1719",45,2,45,31,12,23,33,33,36,21,16
"1718",41,2,56,31,35,30,23,56,24,40,11
"1721",37,4,31,20,10,17,13,28,15,14,5
"43765",35,5,39,23,27,17,13,25,21,7,7
"2684406",35,7,47,32,14,18,22,31,18,20,7
"2506452",33,1,43,28,13,22,30,23,23,20,8
"1652495",30,2,31,14,13,14,16,38,10,19,6
"2719119",18,0,22,14,9,11,9,15,21,4,4
"35755",8,4,24,10,4,13,10,8,14,8,6
"2657482",3094,349,4077,2051,1497,1739,2177,2509,2258,1448,762
"84595",1341,157,1744,914,596,831,926,1099,1020,650,317
"2420509",1156,110,1325,652,470,560,652,763,714,532,226
"2055",927,759,1911,624,602,618,772,858,860,481,225
"1136941",818,77,1218,571,398,503,662,743,614,463,181
"2054",737,72,1045,484,381,431,513,615,569,381,163
"1004901",713,90,1104,508,363,467,540,583,574,385,181
"36822",650,92,1159,465,307,349,478,521,539,353,154
"84096",159,10,206,93,53,102,88,145,92,111,28
"1292359",122,16,135,76,87,65,81,109,88,55,25
"158898",3,1,0,1,5,4,1,1,2,1,1
"2617939",1211,147,1740,755,654,784,915,1042,972,641,255
"139021",677,76,1036,480,347,379,576,548,464,359,141
"546160",619,58,852,426,360,348,494,543,481,347,116
"499555",471,53,644,318,212,285,337,375,427,261,89
"2061",1622,191,2465,1133,822,983,1260,1443,1378,862,404
"57704",1378,178,2391,955,681,828,1020,1204,1154,770,310
"2645312",1985,236,3079,1336,1122,1217,1756,1912,1766,1135,488
"286802",539,62,722,388,280,351,356,479,411,280,121
"1528099",65,5,68,58,37,57,59,75,59,37,14
"2617518",10718,1161,17681,7930,8364,8653,21931,12218,7007,20369,9000
"47872",7082,530,7443,5113,1562,2261,4755,2585,1559,7920,2792
"47865",3464,325,5271,2741,1739,4140,6411,3406,1816,19388,5384
"47857",2986,366,6046,2220,5564,2455,7872,3367,1928,7570,3816
"1914461",2736,288,4423,2156,1700,3462,4014,2616,2448,9453,5123
"47853",2588,293,4640,1909,2247,2123,3878,2552,1903,4312,1685
"1881",2575,275,3878,1940,1540,2697,4075,2414,1972,7449,2557
"307121",2542,291,4492,1916,2196,2066,4743,2819,1977,4590,1960
"47858",2397,516,5623,1814,2242,2200,5567,3055,1903,4447,2209
"356852",2292,231,3873,1649,1816,2070,4168,2493,1435,5386,1772
"1877",2229,307,4765,1745,1732,1519,3315,2301,1630,2662,1126
"299152",2161,236,3510,1653,1447,1936,3351,2171,1494,5709,2000
"285665",2103,226,3397,1626,1644,1788,3796,2190,1405,4661,1777
"261654",2049,208,3115,1513,1402,2343,2813,1894,1727,6541,2335
"1003110",2013,195,3159,1582,1675,1366,3126,1995,1290,2679,1269
"299146",1957,207,2837,1424,1309,2227,2964,1969,1510,6508,2249
"47875",1923,249,3427,1338,1410,1465,2862,2002,1247,2788,1070
"356851",1856,201,3033,1370,1329,1294,2606,1775,1085,2364,939
"709883",1642,203,2832,1339,1347,1362,2657,1690,1276,2581,1084
"291594",1624,152,2709,1188,1148,1230,2179,1627,1099,2442,982
"2294034",1324,160,2377,1001,1037,1090,1937,1344,916,1698,792
"479978",1011,102,1646,716,824,792,1396,1004,731,1724,876
"47850",581,41,882,378,419,517,827,594,435,844,416
"2626549",12423,1424,25413,11384,15346,9595,15052,10333,11364,8215,3305
"196914",4718,590,14177,4605,4524,3476,5532,3758,3931,3016,1308
"113562",4152,358,6454,3648,4860,2536,3980,2779,2605,2064,853
"1867",3923,464,7242,3524,5774,3248,4988,3265,3606,2647,1102
"1866",3736,413,6636,3470,6035,2493,4311,3195,3184,2134,956
"624315",5758,559,9734,4369,6524,5150,9127,6680,3398,3980,2555
"1076124",4695,478,8147,3809,5077,4164,7713,5585,2702,3585,2065
"2631981",8127,835,14282,6119,12180,6094,11011,8497,5542,6828,3813
"227318",3634,372,5627,2570,2014,2513,3547,3171,2718,2286,1199
"168697",1258,124,2074,868,898,882,2097,1356,829,1214,584
"168695",1165,131,1983,894,798,792,1748,1252,762,1177,573
"2630859",1610,143,2635,1165,1120,1033,1975,1547,1031,1387,662
"2619320",32655,2045,29786,12731,9798,7764,11027,12000,14055,9694,2625
"2736640",6004,759,10348,4309,3645,2494,3801,3871,4888,3352,811
"240495",5135,628,9838,4156,3457,2582,3579,3867,5355,3711,1239
"2074",3918,353,5419,2225,1690,1603,2192,2330,2520,1804,524
"2618356",12604,1456,19962,8766,10813,8482,18642,11538,13095,11068,3389
"1814",3018,363,4515,2018,2065,1941,3278,2515,3234,2027,790
"33910",2758,293,4467,2062,1823,2126,2669,2396,3877,3966,929
"1804986",2188,257,3325,1623,2384,1380,7918,2382,2011,1513,582
"129921",1818,192,3518,1178,996,1098,1734,1590,1383,1454,419
"31958",1497,164,2616,1016,954,990,2142,1386,1388,1025,365
"208439",943,111,1777,563,463,514,915,752,648,694,221
"1852",10092,116,1347,2173,673,1446,918,1457,1053,737,237
"632569",1729,160,2661,1179,1180,1000,1636,1545,1638,1003,360
"40988",1551,193,1971,889,996,817,1161,1161,2122,794,340
"40989",1092,128,1827,818,2042,685,1412,1157,35268,891,266
"75294",986,113,1611,694,723,633,931,905,1541,574,231
"40990",876,97,1228,589,765,546,814,826,2222,608,170
"103733",3521,512,6394,2543,4452,2297,3648,3426,3065,2141,896
"2593673",3192,1535,9654,2193,20933,1993,3588,3094,3112,1997,871
"103731",3017,400,5115,1999,2788,1845,3067,2938,2269,1748,744
"1836",3137,442,4951,2052,2076,1887,7108,2926,4030,2399,687
"2665642",1293,165,2016,899,880,747,1481,1235,1504,890,288
"60894",1169,142,1714,729,647,713,1251,979,1508,759,233
"333966",1053,106,1588,655,523,547,1028,850,1011,625,205
"2646250",698,93,1597,481,396,438,741,581,738,466,122
"543886",3,0,1,0,2,2,0,0,1,1,0
"211114",5995,497,4172,1753,5091,4538,7578,30798,8092,5622,2581
"1470176",1404,140,2204,916,906,862,1311,1281,1143,795,308
"340345",1104,119,1730,714,691,597,983,918,962,663,230
"2644606",57,9,78,43,32,41,42,72,47,32,13
"1612552",50,4,69,32,27,27,36,48,47,31,6
"42197",1098,131,1616,681,733,712,937,1060,902,606,284
"40567",89,11,146,70,57,59,81,110,85,63,23
"1586287",3356,659,18474,2545,4344,2569,8456,6103,2488,1801,2425
"43357",3049,335,4593,2078,1892,1982,2879,2611,2402,1772,828
"860235",2965,337,4665,1907,3283,1949,3108,3249,2577,1718,685
"2636053",2343,240,3496,1510,1929,1338,2293,1966,1902,1288,576
"530584",1549,152,2184,1063,921,915,1403,1188,1445,809,321
"2615069",38890,8402,83977,23033,40316,18945,33659,24966,41704,17956,7467
"2589074",3902,314,3585,1174,1875,986,1657,1407,2072,1086,383
"2518370",3253,579,6816,1668,2670,1369,2182,1701,3042,1140,441
"2712223",3036,545,6159,2001,2678,1637,2435,2123,3262,1629,638
"433659",2972,698,7829,2217,6507,2208,3936,2774,8043,1982,684
"449461",2894,524,4847,1755,2371,1524,2336,2146,2694,1387,640
"1643322",2855,523,5529,1877,2911,1606,2471,1864,3681,1340,563
"200618",2571,682,4333,1451,2134,1165,2019,1766,2502,1238,609
"2558918",2331,396,4517,1463,2172,1453,1943,1480,4616,1178,491
"419476",2024,367,3771,1240,1841,1012,1591,1368,1972,889,365
"450734",1785,309,3573,1063,1820,943,1642,1327,2007,881,391
"2045452",1643,294,3347,1058,1770,842,1446,1169,1794,819,311
"2518371",1605,382,4231,1066,1989,860,1546,1087,1717,746,341
"402297",1182,209,2376,777,1122,662,1061,877,1250,604,238
"1804624",738,99,1190,476,649,425,615,586,808,410,187
"2633570",2154,294,3378,1323,1427,1202,1831,1779,1905,1094,441
"1736691",1554,200,2341,927,823,812,1173,1104,1088,753,278
"2041",1543,244,2375,928,1097,882,1257,1264,1396,811,415
"2079793",1238,215,2159,879,822,841,1123,1029,1231,713,280
"2662028",1223,187,2080,801,817,710,1073,1066,1080,663,289
"219314",1134,183,1913,738,876,744,1012,999,1140,662,304
"2045",2608,428,4095,1556,1765,1401,1853,1963,2286,1205,589
"546871",2478,359,6024,1974,1268,1296,1919,1988,1763,1380,444
"642780",2196,391,4331,1444,2051,1290,1808,1599,2809,1175,589
"2621872",1716,226,2731,1088,1350,978,1626,1404,1765,853,368
"75385",1371,126,1896,838,542,711,941,892,861,584,246
"2619695",2638,323,4859,1915,1279,1470,2221,2003,2583,1387,567
"546874",2200,328,4610,1628,1184,1296,1832,1893,1680,1273,477
"29405",1734,204,3756,1233,715,812,1313,1239,992,853,261
"630515",1478,199,2804,1077,763,997,1175,1159,1217,841,331
"1285901",1110,105,1661,754,485,623,826,954,722,566,238
"1332264",820,91,1235,516,499,526,644,726,682,456,223
"399497",798,88,1165,532,386,465,653,624,595,393,183
"2635419",716,87,1017,471,408,448,498,564,565,362,178
"1610493",697,78,1105,470,426,402,555,648,533,362,148
"2161816",486,37,603,343,206,268,318,380,319,236,107
"556499",875,83,1139,530,415,536,639,691,716,455,218
"1744",775,89,1073,497,316,475,629,640,546,414,168
"119981",739,86,877,481,306,420,498,521,487,358,157
"2608905",116,10,169,61,49,64,78,112,76,59,27
"1748",898,84,1311,583,424,539,654,727,621,440,194
"1749",777,73,1242,597,423,504,674,681,602,420,163
"2057246",494,65,806,347,275,319,382,449,353,296,104
"675864",1741,223,2992,1211,930,1096,1434,1451,1238,975,367
"2642922",1326,162,2007,869,738,700,1104,1163,1014,732,268
"2717326",1307,134,1971,889,742,835,924,1068,979,690,289
