"","X0n7bM2TOMPOOA100365.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report"
"370764",967,558,2771,667,670,463,498,599,662,335,737
"904291",945,575,2331,774,729,516,612,671,718,460,901
"743009",843,456,1950,631,725,497,628,647,646,356,784
"2614638",824,560,2030,652,664,460,477,656,665,375,761
"2033",819,444,2038,656,561,398,454,542,515,359,641
"36805",807,420,2458,540,636,400,469,575,535,324,679
"84292",805,421,2276,573,605,405,396,569,503,361,561
"2541726",768,408,2001,570,578,431,472,567,563,360,621
"2509458",723,422,2059,609,545,425,497,511,513,381,688
"57043",721,439,2484,604,587,408,494,554,578,306,647
"2614639",685,427,2076,582,594,408,451,558,595,307,662
"69362",561,301,1678,417,394,256,307,335,372,206,404
"273678",545,359,1464,452,424,342,344,385,461,265,483
"936337",317,208,564,241,222,153,219,251,271,153,260
"1526412",223,151,555,180,163,112,127,143,135,71,193
"300019",104,42,205,77,150,64,73,118,105,52,120
"199592",74,35,411,56,70,52,38,59,89,38,69
"2639701",5965,4082,12093,3399,6038,2948,2759,4168,4260,2458,4498
"589382",4498,2991,3632,1321,5134,1362,985,3323,1990,904,1666
"453304",2016,1426,3293,1027,1928,841,811,1391,1226,699,1205
"2509455",1392,980,2948,828,1383,661,694,971,864,556,1026
"2080742",1323,1007,2838,663,1627,620,564,854,925,521,890
"2609250",4065,2536,6204,3098,2884,2135,2627,3081,3172,1933,3741
"110937",992,600,1311,737,766,532,640,809,801,486,920
"1671680",651,388,1131,463,461,320,381,508,504,295,609
"33888",397,223,598,307,274,223,242,306,289,196,358
"33887",377,241,624,273,272,193,203,273,258,176,368
"59737",376,273,739,340,272,217,253,315,283,194,361
"145458",178,135,221,121,104,102,107,167,115,78,177
"257496",4570,2933,7175,3673,3469,2724,3193,3828,3723,2375,4454
"2035",1093,658,1780,843,718,577,760,908,809,518,1104
"69373",641,380,944,516,460,375,478,562,527,339,694
"2663824",2943,1920,6939,2455,2512,1565,2119,2488,2352,2145,2875
"1575",1751,1172,3887,1696,1531,974,1341,1510,1438,1219,1669
"150026",1332,932,2238,1116,1012,710,907,1038,1087,850,1191
"28447",3129,2011,5237,2676,2391,1856,2175,2651,2513,1614,3248
"2626594",554,384,1015,459,438,310,409,472,425,311,554
"684552",1222,795,2885,1060,1451,895,943,1149,1322,663,1197
"399736",1092,726,1932,941,833,595,740,883,891,512,1040
"2615065",1038,678,1738,837,861,599,739,839,869,566,983
"1935379",843,535,2014,726,677,474,536,698,744,440,786
"1784719",792,537,1448,629,561,528,507,631,700,410,707
"2621730",544,363,954,389,358,328,313,447,380,265,489
"2714934",206,125,436,179,158,110,138,177,179,91,175
"2714935",201,147,351,168,153,116,122,140,169,97,206
"2714933",159,85,260,94,126,69,89,114,109,58,119
"683042",141,105,281,133,136,81,84,135,105,77,145
"2632331",2326,1490,9353,1890,1909,1307,1440,1828,1840,1142,2010
"2079791",286,206,844,243,228,174,139,191,196,137,270
"2419774",1026,654,9267,839,770,526,599,667,735,439,866
"2680006",1009,654,10321,903,728,496,565,761,692,484,774
"2649013",575,374,1237,476,492,376,422,519,481,310,563
"670052",536,380,1005,393,404,322,372,424,468,315,484
"2220095",505,292,997,392,369,235,293,401,371,223,431
"2626248",1698,1138,3565,1371,1333,914,1190,1327,1325,854,1597
"412690",1680,1126,3527,1333,1431,929,1074,1386,1410,847,1712
"2624265",705,488,1243,530,603,438,445,580,589,398,685
"150123",370,214,634,239,253,204,228,251,267,178,316
"2635918",1225,753,2541,957,953,642,788,909,854,646,1138
"2627005",1154,704,2349,865,812,618,697,855,963,550,1015
"2618217",1148,723,2863,927,915,649,783,915,910,585,1102
"2642974",233,147,592,141,156,122,134,163,179,123,190
"2750620",168,106,637,137,124,84,100,145,104,89,131
"2419771",1018,682,1995,790,805,564,746,788,763,546,901
"2079792",441,240,983,272,299,216,252,362,260,206,331
"2685235",420,281,764,339,336,244,224,361,363,163,366
"674079",729,457,1880,602,537,368,429,519,521,328,610
"2621488",729,440,6227,706,510,405,442,574,481,361,605
"279828",666,495,2641,444,478,366,410,503,521,396,669
"2643261",596,384,2158,509,561,355,425,515,456,303,541
"2645362",572,358,1811,403,440,288,341,480,404,288,444
"2641148",492,375,1222,432,411,279,367,426,403,274,482
"1619308",430,284,726,358,337,240,315,342,339,205,404
"1655489",222,158,322,150,158,142,140,223,163,111,196
"2623385",88,54,175,53,66,56,58,47,71,44,65
"708131",23,5,47,16,14,15,21,14,13,7,9
"1159327",72,32,132,62,56,55,48,53,66,31,54
"235627",12270,11317,10695,9958,19765,9693,8530,19750,10511,8529,12378
"37921",1449,1004,1575,1099,1206,822,1076,1222,1299,703,1373
"37928",1042,781,3491,916,1367,788,782,1254,1823,716,1185
"2211210",579,381,586,471,473,322,479,513,471,318,600
"156980",563,377,721,460,512,361,480,521,443,309,631
"656366",443,266,491,273,296,277,249,394,308,226,361
"1670",47,25,347,54,24,38,41,30,28,33,39
"1275",1914,895,1429,1004,1205,1020,794,1083,1233,668,1277
"388357",1147,742,1476,791,1120,892,741,1011,1323,599,1101
"446860",1136,757,1492,890,1145,981,805,963,1176,644,1147
"2649579",624,450,747,537,471,361,451,520,570,332,633
"71999",598,420,689,501,482,394,425,578,542,332,625
"1272",393,267,499,349,341,240,289,362,316,223,428
"72000",343,211,388,269,335,220,246,358,319,178,354
"1049583",68,54,135,70,76,46,69,54,64,60,95
"2647000",2357,1913,2034,2584,3236,1765,3460,2781,2049,1481,2252
"361575",555,481,889,493,1293,603,561,786,453,316,445
"85085",465,377,446,435,764,422,499,607,388,293,425
"728066",373,299,343,363,675,340,441,462,352,248,354
"121292",267,243,270,199,317,179,186,287,227,129,243
"37927",1528,1017,1347,1051,1330,877,1302,1431,1212,1065,1473
"2646595",1067,731,1081,935,1085,685,906,947,889,548,1060
"1270",1396,923,1631,1116,1115,836,1019,1253,1129,732,1455
"2620948",37,31,39,27,29,24,22,28,35,9,41
"162496",443,349,643,320,356,273,352,434,377,233,445
"37930",305,246,424,265,253,214,238,282,286,192,320
"1933880",224,140,258,168,171,147,162,193,179,127,214
"1775880",204,165,210,121,161,130,128,166,207,87,168
"256701",164,81,344,107,123,98,110,104,162,71,154
"37929",112,68,189,88,99,88,94,129,194,59,113
"2627139",31,24,88,31,48,54,23,50,81,28,40
"37923",836,508,864,647,635,449,562,663,646,393,844
"43675",276,162,219,219,219,141,182,182,180,89,206
"85336",109,50,131,82,88,51,65,75,91,67,92
"2047",80,40,83,48,51,43,33,48,58,44,43
"172042",74,49,117,83,53,51,57,73,69,49,77
"396015",64,30,82,35,38,44,29,45,78,37,47
"169480",46,22,88,26,32,20,17,28,29,27,25
"2689056",34,39,53,37,33,28,27,37,57,49,40
"2634190",575,282,2388,339,434,278,279,367,324,224,379
"37931",421,122,3802,157,269,115,131,193,121,64,150
"43663",122,95,124,70,178,81,90,166,80,51,100
"29320",3,2,4,4,8,2,1,4,2,2,1
"2632435",1025,652,1082,902,851,694,843,972,1024,570,1165
"2629769",424,288,404,338,369,232,253,349,361,236,350
"2626589",337,220,720,295,276,210,225,272,254,179,420
"1618207",227,147,228,152,215,118,140,196,197,98,224
"556325",142,105,182,132,141,97,81,107,86,61,110
"2634694",110,75,175,98,80,67,74,101,77,73,104
"1646",106,66,143,58,86,64,68,97,48,56,77
"372663",6789,1474,1561,974,1203,772,885,1233,1073,705,1346
"139208",1788,957,1724,1186,2196,1083,1087,1412,1539,840,1514
"2624466",2319,1386,5632,1548,1906,1232,1474,1611,2074,1042,2045
"1710",1547,926,7307,1065,1277,787,870,1159,1339,707,1292
"186189",1320,685,1252,940,916,675,815,912,967,573,1172
"2509459",1222,702,1220,890,904,668,738,950,920,621,1169
"2626399",1536,854,1383,1070,1060,695,905,1062,988,640,1250
"2620175",6780,4264,7968,5202,5202,3711,4648,5331,5139,3304,6363
"1708",1679,1149,1729,1252,1293,978,1132,1366,1200,792,1562
"1711",1336,874,1547,1110,1016,700,967,1131,1162,720,1464
"2566013",1281,863,1542,1015,1058,748,911,1131,1024,682,1310
"11",1180,775,1323,889,764,618,792,1012,940,596,1060
"2729175",926,656,1081,738,709,545,710,840,781,540,982
"2638618",1464,1016,1707,1183,1172,848,1049,1270,1149,753,1507
"2619021",1244,817,1490,917,1037,720,893,984,981,662,1056
"2649176",1062,691,1194,833,854,610,805,891,845,629,1110
"545619",782,524,1054,604,705,498,612,650,580,445,846
"262209",1450,988,1529,1298,1247,902,1116,1365,1225,733,1553
"53458",1007,643,1039,776,740,560,684,790,893,520,921
"857417",571,377,602,524,439,299,377,529,467,262,561
"2649294",335,223,317,245,235,178,242,272,284,167,374
"2637926",1768,1162,1615,1440,1436,1081,1347,1561,1382,931,1697
"1690220",1596,1131,1474,1278,1254,910,1122,1495,1302,789,1599
"53358",3001,1716,1742,1592,2777,1533,1576,2428,2126,1107,2196
"443156",1875,1269,1466,2125,1498,1027,1766,1672,1323,858,1858
"2643346",1393,899,1224,1579,1153,886,1361,1332,1155,709,1422
"2663846",1390,964,1371,1295,1048,840,1104,1208,1102,803,1430
"2615080",3568,2408,3466,2854,3354,2247,2786,3389,3281,2096,3681
"1288636",1244,858,1204,871,1064,797,933,1182,1124,724,1268
"2593973",807,514,653,653,588,502,563,702,747,377,745
"767452",1195,732,1110,904,978,652,815,1084,1041,625,1134
"1078471",1052,702,910,736,695,553,690,793,813,533,1002
"247333",958,659,868,767,736,555,677,839,808,489,881
"1758689",958,633,987,785,856,628,772,954,837,559,1073
"2614124",2554,1697,3931,1737,1557,1239,1515,1716,1621,1040,2026
"33889",1820,1222,2510,1383,1405,1063,1307,1566,1551,1002,1768
"1703",576,377,1443,436,438,545,331,475,611,276,510
"199591",574,376,700,443,437,348,387,458,427,304,513
"273384",472,289,919,396,321,267,299,368,344,223,431
"629680",415,285,543,246,243,196,215,302,281,165,317
"358099",343,222,947,297,212,233,213,241,303,177,338
"1136497",215,136,475,146,149,155,143,187,192,126,231
"2623841",1898,1195,2755,1479,1463,1164,1289,1573,1561,949,2039
"556288",849,521,1337,653,618,530,594,749,721,447,851
"1331682",807,561,1259,645,632,481,564,758,716,422,841
"43669",795,497,3187,656,553,464,586,660,755,463,880
"2017484",681,393,1099,476,473,356,439,580,541,300,649
"2017485",579,397,1006,427,453,350,416,484,444,304,679
"1630135",281,220,230,240,154,166,155,210,184,133,247
"1667168",272,153,274,189,191,156,184,218,220,140,287
"472569",124,86,170,108,146,99,96,152,124,72,146
"2626815",2991,1957,4162,2449,2867,1790,2359,2885,2847,1609,3119
"2483799",1323,860,1419,1032,1205,757,941,1160,1172,745,1339
"1274",911,637,950,795,757,568,640,770,750,464,909
"2643059",726,472,795,545,530,434,444,558,577,318,651
"571913",1271,893,1205,1082,1096,813,1139,1237,1088,672,1407
"2649892",728,448,687,607,615,428,496,595,536,339,713
"84757",2101,1402,1911,1582,1624,1234,1533,1840,1717,1007,1958
"2626367",1338,905,1469,1114,959,758,927,1111,1036,646,1322
"2648503",3404,2323,3954,2710,2914,2179,2732,3137,2924,1803,3480
"60920",1175,776,1458,925,971,755,792,1043,1009,663,1225
"2645534",941,611,1200,848,742,571,744,807,724,526,898
"1133546",1533,919,1547,1173,1093,755,1061,1226,1161,748,1434
"2649508",616,373,586,425,462,377,430,496,485,302,564
"100225",415,259,361,280,322,230,328,356,327,177,370
"1863",102,76,114,91,99,83,90,109,109,39,104
"1276",1000,624,1013,843,793,626,631,895,798,534,1026
"43674",94,47,99,50,71,44,52,50,109,44,82
"2039",60,38,30,48,56,24,53,60,39,22,47
"1797",4172,1503,1417,865,735,622,753,873,884,530,1021
"1791",1990,1286,5129,1551,1683,1051,1348,1412,1583,869,1853
"758802",1989,1334,2864,1601,1412,1065,1398,1505,1502,918,1928
"2636767",1689,1100,2253,1212,1282,889,1130,1361,1245,752,1526
"1772",1440,963,2562,1501,1355,868,1333,1160,2501,786,2454
"36813",1411,812,10170,1562,1060,972,906,982,1109,622,1356
"36814",1407,916,1993,750,640,525,692,656,720,442,824
"46351",1379,918,1770,1037,917,716,965,1069,934,590,1279
"370526",1349,874,3564,1066,1078,696,963,942,1110,562,1349
"117567",1330,741,1442,639,868,465,629,686,692,456,912
"1771",1299,934,2492,974,950,740,886,968,1074,677,1321
"212765",1296,850,1348,968,970,735,924,1119,1016,608,1299
"1286181",1278,863,1457,906,819,622,853,906,888,580,1182
"53462",1262,845,1496,1012,996,728,882,993,1029,585,1326
"39691",1252,808,2217,953,691,596,669,661,757,484,1109
"1800",1250,801,1556,946,878,624,782,966,898,565,1157
"1286180",1240,905,1399,969,919,656,893,984,945,565,1066
"216929",1203,774,1417,1218,860,631,827,940,837,628,1191
"1792",1185,781,9238,847,870,604,747,905,805,528,1098
"1804",1180,716,2226,769,760,661,710,764,828,534,970
"1810",1130,760,1530,817,786,606,735,888,843,530,1049
"39692",1103,732,1664,827,851,627,654,834,966,534,1183
"134601",1053,629,1464,1057,1161,1240,1449,2255,5903,622,4807
"1249101",1039,672,6247,835,740,504,759,770,738,446,987
"39695",1010,675,1081,660,799,588,643,841,1015,524,1014
"146017",992,620,1379,671,739,499,561,643,645,393,821
"39688",983,598,10385,801,775,555,690,791,809,434,997
"258505",979,639,1163,788,823,513,687,817,728,442,968
"28047",935,651,1149,708,665,435,660,717,705,438,929
"1793",924,597,1125,720,682,515,682,776,755,523,909
"1794",855,535,1345,536,442,377,422,431,527,327,677
"444597",785,514,900,665,570,472,521,612,592,429,792
"1534349",751,481,804,528,515,360,453,513,503,296,640
"56689",730,463,889,578,577,373,571,617,578,372,700
"1431246",729,513,860,591,526,407,534,614,614,366,719
"319706",689,439,1186,572,559,438,488,586,504,438,655
"126673",677,421,798,489,520,412,493,539,553,374,707
"319707",629,428,799,452,462,386,446,514,531,380,633
"1766",627,401,6440,5802,1322,960,1709,1154,577,366,1787
"67081",626,363,917,438,490,306,373,457,399,245,480
"1799",552,347,658,570,352,305,374,411,359,421,525
"1534348",492,354,554,349,315,242,303,325,359,224,424
"39694",282,203,363,209,191,136,204,195,207,124,242
"110539",204,136,282,163,153,103,126,144,128,123,217
"39687",196,135,288,131,152,128,135,168,161,76,199
"85693",185,134,227,139,132,92,161,140,149,90,160
"2487344",154,114,180,107,92,63,73,101,96,61,122
"2642494",8661,5747,9482,18354,5002,3847,6489,5612,5141,5935,7260
"2249310",6450,4229,6606,4913,4336,3515,4472,5083,4689,3072,6089
"120793",4731,3066,4953,5848,3207,2499,4439,3877,3354,3083,4492
"1778",1393,874,1411,1067,1000,759,918,1096,1047,623,1247
"1552759",1321,904,1560,1129,977,737,976,1110,1190,687,1420
"482462",1144,734,1233,937,887,594,821,987,853,1023,1126
"77643",990,586,783,632,662,489,564,723,622,389,782
"39689",960,584,1332,497,483,336,423,551,510,294,642
"43348",960,577,989,744,615,490,697,737,687,473,947
"1389713",863,590,865,750,616,497,592,664,615,422,804
"44010",846,561,901,666,546,491,544,676,641,449,835
"1768",809,546,683,545,531,430,585,668,598,373,792
"1775",740,565,768,590,551,420,510,635,570,343,692
"486698",690,457,578,498,476,362,440,551,485,298,533
"169765",666,462,539,446,449,370,456,520,550,324,633
"110505",639,423,583,455,431,334,474,475,456,318,611
"398694",622,386,588,501,447,338,432,508,457,307,566
"29311",610,225,289,259,224,176,206,240,233,127,306
"459858",608,376,588,451,422,350,491,483,417,299,567
"590652",596,376,522,468,374,271,422,430,394,302,497
"1789",562,392,551,360,405,356,410,507,451,290,587
"386911",530,346,451,464,370,276,359,411,449,263,515
"2094119",465,292,498,374,311,239,304,375,319,209,464
"1769",141,85,90,69,43,44,70,81,88,46,88
"1781",133,103,120,122,103,68,139,137,100,70,129
"2492438",64,57,2209,52,47,44,56,62,55,33,80
"1809",62,32,30,43,30,43,44,48,43,29,62
"133549",42,31,43,25,33,22,22,36,35,24,35
"265949",17,12,8,25,4,17,5,14,14,8,15
"261524",13,14,21,19,12,6,10,10,11,9,10
"28045",1,2,0,1,1,1,2,2,1,0,5
"36809",952,634,1185,673,658,564,644,724,725,527,926
"1578165",378,240,392,275,306,212,254,307,295,188,365
"1774",371,232,441,278,285,196,243,288,279,192,338
"83262",361,242,467,270,292,228,263,334,392,226,415
"404941",329,236,371,235,214,186,202,250,237,156,314
"1520670",195,131,215,136,114,109,115,170,164,103,201
"1788",665,471,2594,541,553,378,513,581,602,354,801
"29314",624,426,1194,515,466,376,491,516,553,336,730
"1118379",493,337,1055,353,366,307,374,343,423,233,530
"875328",86,40,2021,73,56,61,45,54,60,57,66
"1069220",740,578,924,604,652,463,660,647,741,456,808
"639313",419,290,358,247,333,267,259,391,373,201,413
"192944",12005,8563,11419,8916,9086,6927,8362,10284,9456,6185,11720
"37919",2223,1381,1638,1481,1692,1198,1576,1763,1691,1102,2050
"1830",1661,969,1845,1572,1583,1041,1096,1396,1322,772,1599
"43767",1343,905,14168,1187,986,813,1017,1380,1111,736,1308
"1829",1136,830,2720,1316,1443,895,753,1056,1720,664,1209
"99653",924,606,702,647,635,551,680,775,714,411,907
"1828",844,590,851,625,637,513,518,776,739,433,840
"300028",805,585,819,627,706,503,636,725,712,457,877
"132919",701,488,538,488,564,394,484,653,588,344,722
"38310",659,448,677,447,533,398,401,584,543,320,658
"103816",323,162,443,282,305,225,222,264,356,166,303
"1833",192,111,423,111,148,109,137,169,137,96,152
"334542",183,111,3279,117,106,118,117,133,116,74,144
"262776",138,85,105,92,88,62,66,85,108,56,99
"191292",102,85,90,81,81,51,73,93,70,37,152
"1500843",73,61,136,47,68,45,64,67,56,44,85
"37326",3264,2370,2926,2671,2781,2176,2540,3015,2740,1732,3418
"2637762",2630,1740,2166,2242,2465,1982,2053,2344,2209,1516,2593
"455432",2276,1537,1849,1938,1894,1473,1841,2157,1935,1302,2508
"135487",2228,1463,2444,1904,2527,1519,1730,2107,1991,1237,2461
"37329",1798,1181,1911,1497,2325,1075,1347,1601,1957,975,2093
"1824",1453,992,1265,1109,1148,874,1051,1239,1084,739,1442
"228602",1429,963,1162,1200,1201,1070,1163,1359,1267,776,1650
"480035",1397,916,1335,1148,1172,864,1104,1164,1210,726,1400
"37332",1220,859,1084,991,1040,741,839,1169,1076,632,1261
"2382165",1218,770,1120,1020,944,661,925,1088,953,625,1213
"1823",1192,759,1084,943,1003,775,934,1175,1084,690,1373
"37330",1155,744,1161,1066,865,691,834,1064,1001,612,1311
"2213200",1116,718,942,800,809,667,755,839,873,517,1097
"2624378",2046,1411,2167,1504,1423,1200,1337,1660,1669,977,1839
"191493",813,577,703,646,660,541,563,725,804,459,900
"1725",796,499,1050,616,606,458,541,653,622,396,866
"1230998",683,441,610,569,544,409,536,599,557,333,709
"36808",658,460,585,495,533,382,441,570,562,392,681
"1032851",558,377,505,397,419,299,367,462,440,282,493
"225326",519,383,572,406,437,324,374,483,501,293,584
"38305",430,292,482,344,333,254,288,388,365,201,491
"575200",429,292,413,319,298,289,328,366,382,237,458
"1727",424,283,367,293,273,246,241,376,369,258,345
"1223514",392,276,463,338,334,249,290,324,319,196,410
"2079535",354,227,306,266,222,221,222,323,259,165,341
"1072256",350,224,311,253,228,207,245,231,273,185,331
"2080740",348,206,340,272,227,186,262,307,291,175,315
"349751",347,239,397,300,342,218,267,318,332,196,437
"1121358",338,239,384,335,292,240,266,367,286,198,377
"89154",328,207,259,250,200,167,216,223,230,155,300
"441500",316,206,381,288,274,201,242,321,262,192,361
"38302",308,201,313,285,214,216,229,228,247,169,310
"191610",306,226,303,235,249,191,210,296,277,181,356
"1737425",289,202,290,220,239,206,207,312,242,145,253
"1404244",283,164,315,184,219,171,192,237,216,165,289
"2594913",280,199,278,267,213,167,201,232,225,156,271
"156978",280,209,325,211,189,179,167,234,292,157,293
"38289",277,173,353,197,206,148,174,220,233,130,273
"43771",251,154,310,161,163,155,173,201,173,131,256
"152794",223,138,220,193,143,153,143,189,180,110,186
"401472",221,167,196,187,181,159,177,180,185,129,230
"187491",212,124,163,175,176,128,158,209,198,126,255
"169292",205,120,179,128,115,84,156,127,124,78,181
"1231000",203,144,160,144,106,107,120,143,176,106,189
"161879",188,129,202,116,118,99,100,146,151,78,164
"43770",178,135,188,119,116,97,120,128,154,104,158
"136857",177,155,280,169,147,110,130,154,201,123,225
"39791",175,128,189,133,129,102,121,133,179,98,197
"38288",164,116,166,138,134,108,101,170,131,83,148
"38304",160,93,160,127,99,84,113,116,128,90,140
"203263",155,84,143,82,97,79,93,96,102,87,126
"146827",146,103,95,100,117,97,107,127,155,77,149
"156976",146,130,187,110,82,58,101,125,123,58,117
"43768",142,103,131,119,107,105,74,123,147,80,118
"2488819",135,98,143,109,84,76,104,120,133,78,136
"28028",131,85,104,83,97,79,109,120,147,56,111
"1050174",113,81,129,80,75,78,85,96,94,58,83
"1724",106,73,116,88,77,67,83,84,77,74,118
"161896",105,77,111,80,52,50,73,70,89,55,79
"1705",102,62,3361,64,113,42,43,47,286,27,64
"65058",98,66,92,68,50,65,53,57,83,41,75
"43990",96,62,109,59,96,62,58,89,99,52,96
"1471400",91,67,88,79,82,35,58,80,102,44,84
"35757",91,54,68,41,43,46,36,54,69,40,62
"161899",90,53,105,67,79,52,51,71,66,55,90
"38301",90,67,78,49,46,46,53,66,57,51,78
"161895",83,53,89,49,56,65,57,67,70,49,95
"43769",83,55,87,52,39,44,67,56,71,46,71
"258224",75,52,58,59,53,42,39,56,46,47,57
"42817",71,50,71,49,42,36,63,44,54,36,68
"2079234",70,75,68,53,64,39,58,57,65,48,103
"2080757",65,42,72,56,52,47,43,47,52,32,64
"1862358",64,53,69,46,44,44,44,58,63,36,63
"1979527",64,48,94,72,59,37,49,52,41,39,59
"1408191",58,35,92,52,32,44,60,59,48,36,71
"160386",56,33,138,59,66,85,32,53,620,34,90
"1717",56,51,87,57,37,31,51,54,44,41,59
"1697",48,29,97,31,34,31,25,39,41,15,34
"38290",47,51,91,60,45,35,28,42,48,39,59
"571915",47,48,57,60,28,45,43,36,49,34,70
"1719",45,31,48,30,33,12,33,31,27,21,34
"1718",41,31,109,41,23,37,30,29,51,40,38
"1721",37,20,38,11,13,11,10,17,17,14,24
"43765",35,23,32,38,13,11,10,18,20,7,38
"2684406",35,32,48,29,22,9,15,17,27,20,30
"2506452",33,28,50,35,30,17,24,27,47,20,29
"1652495",30,14,37,15,16,12,18,23,24,19,17
"2719119",18,14,13,25,9,10,14,17,13,4,24
"35755",8,10,27,8,10,10,15,6,15,8,18
"2657482",3094,2051,2976,2392,2177,1772,2067,2436,2397,1448,2966
"84595",1341,914,1339,975,926,736,1016,1092,1064,650,1393
"2420509",1156,652,912,760,652,548,685,844,752,532,1050
"2055",927,624,1066,829,772,672,706,833,797,481,957
"1136941",818,571,922,677,662,462,607,753,695,463,815
"2054",737,484,738,564,513,414,535,595,579,381,694
"1004901",713,508,789,583,540,397,543,608,552,385,722
"36822",650,465,621,453,478,337,437,515,475,353,631
"84096",159,93,173,99,88,77,98,123,109,111,131
"1292359",122,76,80,80,81,64,68,78,102,55,110
"158898",3,1,2,2,1,3,1,2,3,1,1
"2617939",1211,755,1186,958,915,708,876,1020,1000,641,1257
"139021",677,480,693,505,576,454,482,608,632,359,688
"546160",619,426,686,492,494,378,444,520,497,347,640
"499555",471,318,518,384,337,278,332,397,342,261,467
"2061",1622,1133,1564,1361,1260,1126,1210,1382,1230,862,1684
"57704",1378,955,1195,1099,1020,801,1087,1187,1108,770,1396
"2645312",1985,1336,1946,1651,1756,1335,1520,1820,1775,1135,2224
"286802",539,388,495,700,356,311,395,492,438,280,501
"1528099",65,58,96,48,59,55,55,55,72,37,57
"2617518",10718,7930,33855,9001,21931,10195,10480,17799,14399,20369,16523
"47872",7082,5113,2957,1891,4755,2177,2902,4646,2274,7920,4617
"47865",3464,2741,2920,2419,6411,3175,5503,7852,2752,19388,8054
"47857",2986,2220,7714,2327,7872,3055,3068,5791,4104,7570,5078
"1914461",2736,2156,5069,2983,4014,2208,3485,4535,2453,9453,5013
"47853",2588,1909,4442,2150,3878,2139,2752,3891,2627,4312,3973
"1881",2575,1940,2975,2279,4075,2182,3283,4358,2293,7449,4365
"307121",2542,1916,5441,2205,4743,2409,2724,4439,2725,4590,4009
"47858",2397,1814,29225,2318,5567,2902,2543,4326,3447,4447,3650
"356852",2292,1649,3226,2030,4168,2065,2350,3639,2299,5386,3492
"1877",2229,1745,2877,1716,3315,1872,1893,3262,2403,2662,2963
"299152",2161,1653,2745,1811,3351,1799,2619,3489,1957,5709,3738
"285665",2103,1626,4377,1721,3796,1942,2343,3566,2017,4661,3411
"261654",2049,1513,2844,2040,2813,1563,2669,3404,1843,6541,3738
"1003110",2013,1582,5251,1606,3126,1731,1813,2921,1780,2679,2748
"299146",1957,1424,2589,1864,2964,1549,2503,3641,1556,6508,3573
"47875",1923,1338,2473,1544,2862,1612,1781,2910,1877,2788,2934
"356851",1856,1370,5174,1326,2606,1408,1645,2555,1641,2364,2450
"709883",1642,1339,5395,1353,2657,1371,1794,2608,1611,2581,2386
"291594",1624,1188,2385,1340,2179,1212,1624,2340,1571,2442,2270
"2294034",1324,1001,2894,1053,1937,1200,1331,1962,1309,1698,1885
"479978",1011,716,31754,872,1396,779,991,1355,891,1724,1572
"47850",581,378,8548,473,827,483,582,750,590,844,857
"2626549",12423,11384,11703,13950,15052,8954,14648,17550,10742,8215,18275
"196914",4718,4605,4995,5388,5532,3155,5465,6286,3883,3016,6457
"113562",4152,3648,3097,3548,3980,2455,3452,4803,2945,2064,4624
"1867",3923,3524,3368,4584,4988,3000,4979,5936,3314,2647,6565
"1866",3736,3470,3147,4082,4311,2855,3989,5595,3243,2134,5355
"624315",5758,4369,4243,4399,9127,6726,4823,8152,7095,3980,7826
"1076124",4695,3809,3456,3516,7713,5334,4178,6779,5866,3585,6677
"2631981",8127,6119,33147,6561,11011,6942,8105,12514,7928,6828,10961
"227318",3634,2570,2413,2848,3547,2516,3663,4516,3006,2286,4297
"168697",1258,868,1953,1081,2097,1104,1181,1790,1198,1214,1615
"168695",1165,894,1528,854,1748,995,1089,1604,1175,1177,1572
"2630859",1610,1165,2486,1232,1975,1266,1330,2104,1494,1387,2072
"2619320",32655,12731,10525,10416,11027,8936,11105,14650,13277,9694,18764
"2736640",6004,4309,3345,3295,3801,2758,3551,5218,4610,3352,6635
"240495",5135,4156,2978,6427,3579,2699,3715,4734,4355,3711,6348
"2074",3918,2225,2113,2164,2192,1801,2195,2868,2503,1804,3642
"2618356",12604,8766,9657,11684,18642,8338,13411,16575,13779,11068,16890
"1814",3018,2018,2194,3425,3278,1968,3793,3244,3210,2027,3763
"33910",2758,2062,1890,2980,2669,1847,4006,2866,2708,3966,4911
"1804986",2188,1623,1829,1906,7918,1548,2156,3577,3018,1513,2758
"129921",1818,1178,1292,1443,1734,1197,1261,1479,1782,1454,1805
"31958",1497,1016,1273,1299,2142,1052,1307,1605,1681,1025,1744
"208439",943,563,706,722,915,600,677,802,927,694,901
"1852",10092,2173,1967,1993,918,1777,609,847,808,737,1056
"632569",1729,1179,1430,1375,1636,1147,1411,1801,1797,1003,1916
"40988",1551,889,2586,1277,1161,897,970,1218,1313,794,1420
"40989",1092,818,12829,3553,1412,1183,806,1214,1444,891,1633
"75294",986,694,1921,866,931,623,742,990,970,574,1049
"40990",876,589,3030,840,814,705,715,795,831,608,978
