"","AYtCM2TOMPOOA100360.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"2360",2.73688291842949e-06,8.92936869363336e-07,4.89312369327384e-06,4.93402699848968e-06,5.07694390541089e-06,2.22068353527489e-06,1.75644285193626e-06,2.69573144404493e-06,2.15311396259955e-06,3.36280608681353e-06,2.38566122179254e-06,"v_2739",26,2.57658911133442e-05,27097.2873830457
"1308",3.19303007150107e-06,3.57174747745334e-06,3.49508835233846e-06,2.15072971729037e-06,5.64104878378988e-06,8.88273414109957e-07,2.63466427790439e-06,3.5943085920599e-06,2.15311396259955e-06,4.03536730417623e-06,1.59044081452836e-06,"v_4228",38,2.57612447833479e-05,23558.8029214303
"450",6.38606014300213e-06,1.071524243236e-05,5.24263252850769e-06,0,1.10000451283903e-05,6.2179138987697e-06,0,8.08719433213478e-06,0,0,7.95220407264179e-07,"v_2671",29,2.57539467923459e-05,63.4760759474901
"1840293",2.05266218882211e-06,3.57174747745334e-06,5.59214136374153e-06,1.39164864059965e-06,6.48720610135836e-06,8.88273414109957e-07,3.51288570387252e-06,4.04359716606739e-06,8.6124558503982e-07,3.36280608681353e-07,0,"v_856",47,2.57479787836655e-05,6791.00865016771
"682634",5.70183941339476e-06,1.339405304045e-06,1.74754417616923e-06,1.13862161503608e-06,2.82052439189494e-06,4.44136707054978e-06,3.95199641685658e-06,4.49288574007488e-06,8.6124558503982e-07,2.01768365208812e-06,7.95220407264179e-07,"v_1964",27,2.57466529351184e-05,44839.9315396465
"2785785",5.38253640624465e-05,6.56308598982052e-05,6.18630638363907e-05,6.04734591096941e-05,7.67182634595424e-05,6.88411895935216e-05,4.65457355763109e-05,7.41326147112355e-05,3.74641829492322e-05,4.64067239980267e-05,2.70374938469821e-05,"v_2526",298,2.57466529351184e-05,74438.2529161439
"254247",2.2807357653579e-05,3.83962853826234e-05,3.35528481824492e-05,4.89607294465515e-05,4.00514463649082e-05,2.66482024232987e-05,3.4250635612757e-05,5.6161071750936e-05,2.8421104306314e-05,5.58225810411046e-05,7.15698366537761e-06,"v_2685",20,2.57466529351184e-05,19951.4922713393
"2163644",1.36844145921474e-06,4.91115278149835e-06,2.44656184663692e-06,2.65678376841752e-06,2.82052439189494e-06,5.32964048465974e-06,4.83021784282471e-06,3.14502001805241e-06,1.29186837755973e-06,2.01768365208812e-06,7.95220407264179e-07,"v_773",40,2.5745327223109e-05,10648.585798489
"161360",6.15798656646634e-06,7.58996338958836e-06,4.54361485804e-06,1.70793242255412e-05,7.61541585811634e-06,5.77377719171472e-06,5.70843926879284e-06,9.43506005415724e-06,2.58373675511946e-06,4.70792852153894e-06,1.27235265162269e-05,"v_4019",36,2.57426762086186e-05,64104.2385638865
"1404649",1.04913845206464e-05,7.14349495490669e-06,1.46793710798215e-05,3.47912160149913e-05,1.35385170810957e-05,7.10618731287965e-06,1.05386571116176e-05,9.88434862816473e-06,8.6124558503982e-06,8.74329582571518e-06,7.15698366537761e-06,"v_19",11,2.57413509060956e-05,5414.09668273679
"2705458",2.73688291842949e-06,1.339405304045e-06,3.49508835233846e-06,3.54237835789003e-06,3.66668170946342e-06,1.77654682821991e-06,3.51288570387252e-06,5.84075146209734e-06,3.44498234015928e-06,4.37164791285759e-06,7.95220407264179e-07,"v_1760",29,2.57393632081542e-05,19747.2819357939
"332411",3.74040665518696e-05,4.33074381641218e-05,3.49508835233846e-05,4.37736754224982e-05,5.75386975946568e-05,3.73074833926182e-05,3.3811524899773e-05,4.94217431408237e-05,3.61723145716724e-05,3.26192190420912e-05,2.94231550687746e-05,"v_1233",51,2.57387007103881e-05,7351.09162812813
"1457195",3.19303007150107e-06,5.35762121618002e-06,4.89312369327384e-06,2.40375674285395e-06,4.7948914662214e-06,2.66482024232987e-06,1.75644285193626e-06,5.39146288808985e-06,8.6124558503982e-07,2.01768365208812e-06,4.77132244358508e-06,"v_994",27,2.57380382467248e-05,22579.8167687064
"1192854",4.69831567663728e-05,6.74167336369319e-05,6.64066786944307e-05,3.77010268089724e-05,6.45900085743942e-05,7.10618731287965e-05,4.83021784282471e-05,5.6161071750936e-05,4.13397880819113e-05,4.94332494761589e-05,2.54470530324537e-05,"v_2216",312,2.57347264398579e-05,26690.2809005624
"75906",2.96495649496528e-06,3.12527904277168e-06,3.14557951710461e-06,8.85594589472507e-07,5.92310122297938e-06,8.88273414109957e-07,1.31733213895219e-06,4.94217431408237e-06,2.58373675511946e-06,2.35396426076947e-06,0,"v_5196",45,2.57347264398579e-05,55054.7777467735
"73010",5.72464677104834e-05,5.49156174658452e-05,6.39601168477938e-05,3.50442430405549e-05,8.23593122433323e-05,6.48439592300268e-05,5.75235034009125e-05,6.69439975271157e-05,4.90909983472697e-05,5.48137392150605e-05,2.94231550687746e-05,"v_2506",416,2.57340641807561e-05,77853.5071041052
"2528019",4.37901266948718e-05,6.51843914635235e-05,6.46591345182615e-05,5.41477834706047e-05,6.17694841824992e-05,6.61763693511918e-05,5.35715069840559e-05,7.05383061191756e-05,3.61723145716724e-05,4.60704433893454e-05,2.62422734397179e-05,"v_4865",250,2.57267815796244e-05,33608.1569086063
"145458",5.83868355931624e-05,4.55397803375301e-05,4.01935160518923e-05,2.79594863247749e-05,5.020533417573e-05,3.81957568067281e-05,3.4250635612757e-05,3.63923744946065e-05,3.70335601567122e-05,3.09378159986845e-05,2.2266171403397e-05,"v_3180",95,2.5724134382878e-05,4450.64887856349
"595494",7.98257517875266e-06,6.69702652022502e-06,1.92229859378615e-05,2.34049998646305e-05,1.57949365946117e-05,1.51006480398693e-05,9.66043568564942e-06,1.34786572202246e-05,1.80861572858362e-05,1.00884182604406e-05,1.11330857016985e-05,"v_2521",10,2.57195030992001e-05,18203.5394569561
"38288",5.6562246980876e-05,4.82185909456201e-05,4.57856574156338e-05,2.10012431217766e-05,4.6256600027077e-05,4.79667643619377e-05,3.64461891776774e-05,4.22331259567039e-05,3.74641829492322e-05,4.37164791285759e-05,1.90852897743403e-05,"v_3502",121,2.57188416233733e-05,3325.12473785756
"2277",3.19303007150107e-06,3.12527904277168e-06,4.54361485804e-06,1.39164864059965e-06,5.64104878378988e-06,1.77654682821991e-06,3.07377499088845e-06,2.24644287003744e-06,1.29186837755973e-06,3.02652547813218e-06,0,"v_5471",48,2.57168574000257e-05,50904.0724827007
"2620435",1.00352373675748e-05,3.57174747745334e-06,6.99017670467692e-06,8.98245940750686e-06,1.07179926892008e-05,5.77377719171472e-06,5.70843926879284e-06,1.07829257761797e-05,6.45934188779865e-06,5.716770347583e-06,7.15698366537761e-06,"v_4106",17,2.57161960602788e-05,25006.6305586506
"2698686",2.2807357653579e-06,3.12527904277168e-06,2.09705301140308e-06,3.03632430676288e-06,3.10257683108444e-06,2.22068353527489e-06,1.75644285193626e-06,3.5943085920599e-06,8.6124558503982e-07,3.69908669549488e-06,7.95220407264179e-07,"v_2372",43,2.57142122451079e-05,42627.9036101792
"53346",4.56147153071581e-06,3.12527904277168e-06,4.54361485804e-06,8.98245940750686e-06,4.7948914662214e-06,3.55309365643983e-06,3.95199641685658e-06,5.84075146209734e-06,2.15311396259955e-06,4.37164791285759e-06,4.77132244358508e-06,"v_4282",37,2.57128898716927e-05,33317.0749903416
"123824",1.82458861228632e-06,1.78587373872667e-06,5.24263252850769e-06,7.08475671578006e-06,2.25641951351595e-06,4.44136707054978e-06,2.63466427790439e-06,5.84075146209734e-06,5.16747351023892e-06,1.00884182604406e-06,1.59044081452836e-06,"v_2803",27,2.57122287359868e-05,30677.7864259194
"2527775",6.61413371953792e-06,9.8223055629967e-06,8.03870321037846e-06,1.01210810225429e-05,8.17952073649533e-06,1.24358277975394e-05,5.26932855580878e-06,5.39146288808985e-06,7.75121026535838e-06,5.716770347583e-06,4.77132244358508e-06,"v_1029",12,2.57109065665655e-05,2315.19532742842
"194424",4.7895451072516e-06,2.23234217340834e-06,3.49508835233846e-06,1.51816215338144e-06,3.94873414865292e-06,4.44136707054978e-07,2.63466427790439e-06,5.39146288808985e-06,2.58373675511946e-06,3.02652547813218e-06,1.59044081452836e-06,"v_2944",28,2.57109065665655e-05,31067.4305765629
"1207504",5.06323339909455e-05,5.75944280739352e-05,5.80184666488184e-05,2.8465540375902e-05,6.09233268649307e-05,5.01874478972126e-05,4.43501820113905e-05,7.41326147112355e-05,3.27273322315131e-05,6.92738053883587e-05,2.30613918106612e-05,"v_911",196,2.57089235673702e-05,23621.9330451177
"391595",4.88077453786592e-05,4.28609697294401e-05,5.2076816449843e-05,4.71895402676064e-05,5.95130646689833e-05,5.41846782607074e-05,3.64461891776774e-05,4.80738774188012e-05,3.87560513267919e-05,3.19466578247285e-05,4.21466815850015e-05,"v_663",69,2.57076017378339e-05,91024.3635460653
"2769486",4.92638925317307e-05,5.75944280739352e-05,5.38243606260123e-05,4.01047835518264e-05,6.23335890608782e-05,5.10757213113225e-05,4.7863067715263e-05,6.06539574910109e-05,5.33972262724688e-05,4.94332494761589e-05,3.65801387341523e-05,"v_2312",217,2.57076017378339e-05,25490.710049175
"430914",5.54218790981971e-05,4.64327172068935e-05,4.47371309099323e-05,2.01156485323041e-05,4.99232817365405e-05,3.64192099785082e-05,4.7863067715263e-05,4.62767231227712e-05,2.32536307960751e-05,4.06899536504437e-05,3.02183754760388e-05,"v_5291",59,2.57076017378339e-05,1149.38740864892
"35755",5.47376583685897e-06,4.46468434681668e-06,5.24263252850769e-06,3.41586484510824e-06,2.25641951351595e-06,3.99723036349481e-06,3.51288570387252e-06,5.84075146209734e-06,1.72249117007964e-06,4.70792852153894e-06,7.95220407264179e-07,"v_3542",29,2.57056192483677e-05,9810.1937059835
"32053",1.36844145921474e-06,4.91115278149835e-06,3.8445971875723e-06,7.5908107669072e-07,4.51283902703191e-06,1.77654682821991e-06,8.78221425968129e-07,5.84075146209734e-06,1.29186837755973e-06,3.69908669549488e-06,7.95220407264179e-07,"v_4588",63,2.5701655186594e-05,9004.81907985496
"2043170",4.97200396848023e-05,6.16126439860702e-05,5.94165019897538e-05,6.30037293653298e-05,6.65643756487206e-05,6.83970528864667e-05,5.70843926879284e-05,8.17705204693628e-05,4.95216211397896e-05,5.41411779976978e-05,4.05562407704731e-05,"v_774",185,2.56990131578947e-05,116903.488757853
"1231000",6.84220729607371e-05,4.77721225109385e-05,6.15135550011569e-05,2.02421620450859e-05,5.72566451554673e-05,7.41708300781814e-05,4.65457355763109e-05,5.30160517328836e-05,2.97129726838738e-05,4.47253209546199e-05,2.06757305888687e-05,"v_3497",241,2.56950511331518e-05,17638.0072961225
"1903694",4.56147153071581e-06,7.14349495490669e-06,4.19410602280615e-06,9.99456750976115e-06,7.89746829730583e-06,7.99446072698961e-06,3.95199641685658e-06,8.08719433213478e-06,3.87560513267919e-06,8.40701521703382e-06,4.77132244358508e-06,"v_2520",14,2.56943909144634e-05,5711.25830188308
"582744",1.8473959699399e-05,2.41092954728101e-05,1.817445943216e-05,2.18868377112491e-05,2.42565097702965e-05,1.9542015110419e-05,2.19555356492032e-05,2.29137172743819e-05,2.49761219661548e-05,2.05131171295625e-05,1.59044081452836e-05,"v_1210",9,2.56891103861073e-05,6730.45497379563
"359110",4.47024210010149e-05,4.82185909456201e-05,6.74552052001323e-05,3.87131349112267e-05,5.52822780811408e-05,4.35253972913879e-05,8.03572604760838e-05,5.75089374729584e-05,2.8421104306314e-05,4.10262342591251e-05,1.98805101816045e-05,"v_1502",209,2.56877905931311e-05,12403.9690868835
"19",5.38253640624465e-05,7.14349495490669e-05,7.0251275882003e-05,3.30200268360463e-05,7.3615686628458e-05,7.32825566640714e-05,6.32319426697053e-05,8.67126947834452e-05,5.03828667248295e-05,5.68314228671486e-05,2.14709509961328e-05,"v_2842",410,2.56838320277385e-05,80648.9680846996
"2304594",4.81235246490518e-05,7.00955442450219e-05,5.83679754840523e-05,5.06054051127147e-05,7.61541585811634e-05,6.66205060582467e-05,4.52284034373587e-05,7.3683326137228e-05,3.78948057417521e-05,5.07783719108843e-05,4.21466815850015e-05,"v_2311",278,2.56805341551104e-05,49318.3884896377
"39152",6.61413371953792e-06,1.78587373872667e-06,2.79607068187077e-06,3.54237835789003e-06,5.92310122297938e-06,3.99723036349481e-06,4.39110712984065e-06,6.29004003610483e-06,3.44498234015928e-06,4.37164791285759e-06,7.95220407264179e-07,"v_5420",22,2.56785558380197e-05,6486.90644891733
"2070369",5.83868355931624e-05,5.93803018126618e-05,5.34748517907784e-05,5.19970537533143e-05,7.70003158987319e-05,5.15198580183775e-05,5.4449728410024e-05,5.97553803429959e-05,3.78948057417521e-05,4.70792852153894e-05,2.62422734397179e-05,"v_603",149,2.56778964667214e-05,9552.3655701088
"1580596",3.9228655164156e-05,4.91115278149835e-05,5.03292722736738e-05,5.02258645743693e-05,6.40259036960152e-05,4.88550377760476e-05,3.82026320296136e-05,4.98710317148312e-05,4.73685071771901e-05,4.30439179112132e-05,2.94231550687746e-05,"v_635",59,2.56752593201191e-05,10130.2613202129
"1577791",4.33339795418002e-06,4.01821591213501e-06,2.79607068187077e-06,1.39164864059965e-06,5.92310122297938e-06,4.44136707054978e-06,3.51288570387252e-06,3.5943085920599e-06,1.29186837755973e-06,4.03536730417623e-06,2.38566122179254e-06,"v_5518",32,2.56739409499358e-05,18686.7455994142
"180282",2.75969027608306e-05,3.12527904277168e-05,3.42518658529169e-05,5.61719996751133e-05,4.28719707568031e-05,3.33102530291234e-05,2.10773142232351e-05,3.54937973465915e-05,3.53110689866326e-05,2.8583851737915e-05,2.62422734397179e-05,"v_878",46,2.56726227151366e-05,37277.4445139877
"114529",2.48600198424012e-05,1.51799267791767e-05,1.92229859378615e-05,8.47640535637971e-06,2.31283000135385e-05,2.30951087668589e-05,2.45901999271076e-05,2.29137172743819e-05,1.93780256633959e-05,2.45484844337388e-05,9.54264488717015e-06,"v_5274",12,2.5669327720307e-05,2477.31466572304
"1347420",2.2807357653579e-06,4.01821591213501e-06,2.09705301140308e-06,3.92191889623539e-06,5.07694390541089e-06,3.55309365643983e-06,2.63466427790439e-06,4.49288574007488e-06,4.73685071771901e-06,3.02652547813218e-06,1.59044081452836e-06,"v_2487",20,2.56686688228348e-05,37168.694751579
"2527971",5.17727018736244e-05,6.92026073756585e-05,6.53581521887292e-05,4.78221078315154e-05,6.09233268649307e-05,7.50591034922913e-05,4.47892927243746e-05,7.00890175451681e-05,3.01435954763937e-05,5.01058106935216e-05,2.30613918106612e-05,"v_4855",315,2.5666692333359e-05,36976.496919997
"2594042",3.87725080110844e-06,3.57174747745334e-06,3.49508835233846e-06,2.65678376841752e-06,2.25641951351595e-06,7.55032401993463e-06,6.14754998177691e-06,4.49288574007488e-06,8.6124558503982e-07,1.68140304340676e-06,7.95220407264179e-07,"v_5530",33,2.56653748427996e-05,4993.30225626847
"2676247",4.33339795418002e-06,3.57174747745334e-06,7.33968553991076e-06,1.85974863789226e-05,5.92310122297938e-06,1.77654682821991e-06,3.07377499088845e-06,8.53648290614227e-06,6.02871909527874e-06,2.35396426076947e-06,3.18088162905672e-06,"v_4919",23,2.56614231825297e-05,12667.7624004308
"367190",3.19303007150107e-06,3.57174747745334e-06,3.14557951710461e-06,3.28935133232645e-06,4.23078658784241e-06,2.66482024232987e-06,3.51288570387252e-06,6.29004003610483e-06,3.44498234015928e-06,2.69024486945082e-06,3.18088162905672e-06,"v_1980",21,2.56607646907878e-05,32817.5096700118
"312285",6.15798656646634e-05,5.04509331190285e-05,5.452337829648e-05,1.85974863789226e-05,5.13335439324879e-05,6.1290865573587e-05,4.43501820113905e-05,5.57117831769285e-05,3.14354638539534e-05,4.74155658240708e-05,2.14709509961328e-05,"v_3739",216,2.56607646907878e-05,16667.3685127973
"2774873",3.62636986691907e-05,6.69702652022502e-05,7.51443995752769e-05,2.65678376841752e-05,4.93591768581615e-05,5.95143187453671e-05,7.28923783553547e-05,4.40302802527338e-05,2.79904815137941e-05,3.49731833028607e-05,2.38566122179254e-05,"v_1326",226,2.56581310617335e-05,13721.0431779149
"2604941",7.29835444914529e-06,1.38405214751317e-05,1.99220036083292e-05,1.45490539699055e-05,1.83334085473171e-05,8.88273414109957e-06,1.71253178063785e-05,1.21307914982022e-05,1.4210552153157e-05,8.74329582571518e-06,1.11330857016985e-05,"v_1355",10,2.56574727389352e-05,2908.16043505497
"546",4.6755083189837e-05,4.55397803375301e-05,5.17273076146092e-05,5.41477834706047e-05,5.75386975946568e-05,4.0416440342003e-05,3.77635213166296e-05,5.93060917689884e-05,3.70335601567122e-05,3.36280608681353e-05,3.49896979196239e-05,"v_1796",54,2.56574727389352e-05,4621.90822972715
"1537400",5.40534376389823e-05,6.16126439860702e-05,6.32610991773261e-05,5.37682429322593e-05,6.68464280879101e-05,6.30674124018069e-05,5.88408355398647e-05,5.93060917689884e-05,4.73685071771901e-05,5.78402646931927e-05,4.05562407704731e-05,"v_1232",372,2.5652865425068e-05,50654.8792849829
"999541",4.3562053118336e-05,4.28609697294401e-05,5.27758341203107e-05,2.83390268631202e-05,6.54361658919626e-05,5.46288149677623e-05,7.4648821207291e-05,5.84075146209734e-05,4.26316564594711e-05,5.04420913022029e-05,1.98805101816045e-05,"v_943",192,2.56508913684751e-05,12140.7166307725
"459472",3.51233307865117e-05,2.14304848647201e-05,1.57278975855231e-05,2.61882971458298e-05,2.36924048919175e-05,1.9542015110419e-05,1.49297642414582e-05,2.47108715704118e-05,1.67942889082765e-05,1.81591528687931e-05,1.74948489598119e-05,"v_4034",12,2.56489176156766e-05,2226.22464987879
"1852374",2.96495649496528e-06,5.35762121618002e-06,6.99017670467692e-06,2.90981079398109e-06,3.66668170946342e-06,7.10618731287965e-06,1.75644285193626e-06,1.79715429602995e-06,1.29186837755973e-06,3.36280608681353e-06,7.95220407264179e-07,"v_4563",42,2.56489176156766e-05,17871.4398613177
"349163",4.65270096133013e-05,4.73256540762568e-05,4.43876220746984e-05,3.33995673743917e-05,4.6256600027077e-05,5.55170883818723e-05,4.21546284464702e-05,5.88568031949809e-05,3.44498234015928e-05,5.61588616497859e-05,2.78327142542463e-05,"v_534",153,2.56476019492177e-05,8653.3366221461
"2071710",6.15798656646634e-06,4.01821591213501e-06,6.29115903420923e-06,1.8977026917268e-06,8.46157317568482e-06,7.55032401993463e-06,9.22132497266536e-06,4.04359716606739e-06,5.59809630275883e-06,4.37164791285759e-06,2.38566122179254e-06,"v_1750",23,2.56469441666025e-05,894.358321755834
"2321394",6.6369410771915e-05,5.22368068577552e-05,6.5707661023963e-05,2.08747296089948e-05,6.17694841824992e-05,6.39556858159169e-05,3.99590748815499e-05,6.02046689170034e-05,3.96172969118317e-05,5.04420913022029e-05,3.02183754760388e-05,"v_3725",225,2.56462864177267e-05,27137.0471379796
"2320270",4.01409494702991e-05,4.06286275560318e-05,6.39601168477938e-05,2.32784863518488e-05,5.10514914932984e-05,4.35253972913879e-05,4.65457355763109e-05,3.95373945126589e-05,3.27273322315131e-05,4.67430046067081e-05,2.86279346615105e-05,"v_1324",74,2.56456287025876e-05,2152.0887376182
"2737173",7.32116180679887e-05,4.37539065988035e-05,5.62709224726492e-05,2.93511349653745e-05,7.05131097973735e-05,6.1290865573587e-05,4.34719605854224e-05,5.84075146209734e-05,3.8325428534272e-05,5.75039840845114e-05,2.30613918106612e-05,"v_3724",197,2.56443133735094e-05,22785.6609730674
"45610",3.64917722457265e-06,8.03643182427002e-06,7.68919437514461e-06,7.33778374134363e-06,5.92310122297938e-06,7.55032401993463e-06,6.14754998177691e-06,7.18861718411981e-06,1.03349470204778e-05,4.37164791285759e-06,3.9761020363209e-06,"v_1610",12,2.56429981793471e-05,5632.49605715867
"1042877",4.33339795418002e-06,3.12527904277168e-06,4.19410602280615e-06,1.64467566616323e-06,5.07694390541089e-06,6.66205060582468e-06,4.39110712984065e-07,2.69573144404493e-06,1.72249117007964e-06,3.02652547813218e-06,2.38566122179254e-06,"v_5369",23,2.56429981793471e-05,8110.8294000877
"28885",4.7895451072516e-06,5.80408965086168e-06,5.24263252850769e-06,8.09686481803435e-06,6.76925854054786e-06,5.32964048465974e-06,8.34310354669723e-06,4.04359716606739e-06,3.87560513267919e-06,2.69024486945082e-06,7.95220407264179e-07,"v_2702",19,2.5642340632853e-05,1327.81543522178
"28187",2.73688291842949e-06,2.67881060809001e-06,4.19410602280615e-06,3.41586484510824e-06,3.94873414865292e-06,2.66482024232987e-06,3.07377499088845e-06,3.14502001805241e-06,0,3.02652547813218e-06,0,"v_4519",33,2.5642340632853e-05,9889.19206939863
"216942",2.5088093418937e-06,1.339405304045e-06,4.19410602280615e-06,1.26513512781787e-06,2.82052439189494e-06,7.10618731287965e-06,1.75644285193626e-06,6.29004003610483e-06,4.3062279251991e-07,1.00884182604406e-06,1.59044081452836e-06,"v_4777",35,2.5642340632853e-05,10984.2462770442
"556053",2.34915783831864e-05,2.09840164300384e-05,1.363084457412e-05,1.56876755849416e-05,1.24103073243377e-05,1.02151442622645e-05,7.02577140774503e-06,1.88701201083145e-05,8.6124558503982e-06,1.78228722601117e-05,1.19283061089627e-05,"v_1028",9,2.56403681956873e-05,6922.74452723677
"191390",4.33339795418002e-05,5.08974015537102e-05,9.47168943483722e-05,2.97306755037199e-05,5.33079110068144e-05,5.86260453312571e-05,9.08959175877014e-05,4.58274345487638e-05,3.3588577816553e-05,3.69908669549488e-05,3.18088162905672e-05,"v_1504",242,2.56397107840624e-05,19210.1780589338
"342950",4.56147153071581e-06,4.46468434681668e-06,5.59214136374153e-06,4.17494592179896e-06,5.35899634460039e-06,2.22068353527489e-06,4.39110712984065e-06,1.07829257761797e-05,2.15311396259955e-06,3.02652547813218e-06,4.77132244358508e-06,"v_2412",14,2.56397107840624e-05,11819.5006343513
"2599805",2.78249763373664e-05,2.09840164300384e-05,2.97082509948769e-05,2.85920538886838e-05,3.97693939257187e-05,2.93130226656286e-05,2.59075320660598e-05,4.26824145307113e-05,4.86603755547498e-05,2.35396426076947e-05,1.43139673307552e-05,"v_17",22,2.56383960619424e-05,3772.0772897118
"1795043",4.37901266948718e-05,5.80408965086168e-05,5.34748517907784e-05,3.18814052210103e-05,6.68464280879101e-05,5.68494985030372e-05,7.33314890683388e-05,6.73932861011232e-05,3.61723145716724e-05,5.48137392150605e-05,2.78327142542463e-05,"v_925",201,2.56383960619424e-05,21967.2223719384
"2629304",6.27202335473424e-05,5.84873649432985e-05,6.78047140353661e-05,2.68208647097388e-05,5.95130646689833e-05,6.52880959370818e-05,5.66452819749443e-05,6.69439975271157e-05,3.61723145716724e-05,5.64951422584673e-05,2.54470530324537e-05,"v_4334",354,2.56383960619424e-05,51194.1134240259
"930806",5.3369216909375e-05,6.16126439860702e-05,5.73194489783507e-05,4.9846324036024e-05,8.57439415136062e-05,5.95143187453671e-05,6.05972783918009e-05,6.46975546570782e-05,5.03828667248295e-05,4.13625148678064e-05,2.94231550687746e-05,"v_2568",292,2.56357670221493e-05,38606.9864543005
"106648",3.87725080110844e-06,5.35762121618002e-06,8.73772088084615e-06,1.03741080481065e-05,7.05131097973735e-06,5.32964048465974e-06,6.14754998177691e-06,4.04359716606739e-06,6.02871909527874e-06,3.36280608681353e-06,2.38566122179254e-06,"v_1574",25,2.56344527044348e-05,4397.05470041614
"2562282",3.94567287406917e-05,6.16126439860702e-05,4.92807457679723e-05,4.12434051668625e-05,6.51541134527731e-05,4.48578074125528e-05,4.69848462892949e-05,4.80738774188012e-05,4.73685071771901e-05,4.27076373025318e-05,3.89657999559448e-05,"v_2227",129,2.56344527044348e-05,7296.93927505934
"301375",6.77378522311298e-05,4.50933119028485e-05,6.74552052001323e-05,1.7205837738323e-05,6.09233268649307e-05,6.35115491088619e-05,4.43501820113905e-05,6.06539574910109e-05,2.06698940409557e-05,3.96811118243996e-05,1.11330857016985e-05,"v_5359",228,2.56337955961139e-05,11395.4269720019
"84110",6.34044542769497e-05,6.51843914635235e-05,7.51443995752769e-05,2.72004052480841e-05,7.81285256554899e-05,7.46149667852364e-05,5.62061712619603e-05,7.18861718411981e-05,4.13397880819113e-05,6.49021574755011e-05,1.43139673307552e-05,"v_3817",398,2.56324814805321e-05,69674.8315405522
"1965231",2.5088093418937e-06,1.78587373872667e-06,2.44656184663692e-06,3.7954053834536e-06,2.25641951351595e-06,2.66482024232987e-06,1.75644285193626e-06,4.04359716606739e-06,1.72249117007964e-06,1.34512243472541e-06,1.59044081452836e-06,"v_2915",41,2.5631824473266e-05,18248.9764028898
"375175",4.56147153071581e-06,4.91115278149835e-06,2.09705301140308e-06,2.02421620450859e-06,3.38462927027393e-06,5.32964048465974e-06,2.19555356492032e-06,4.04359716606739e-06,1.72249117007964e-06,1.68140304340676e-06,2.38566122179254e-06,"v_4201",24,2.5631824473266e-05,31132.8021112932
"1628392",5.01761868378739e-05,6.96490758103402e-05,6.81542228705999e-05,4.20024862435532e-05,6.31797463784467e-05,7.19501465429065e-05,5.401061769704e-05,8.40169633394002e-05,4.13397880819113e-05,5.24597749542911e-05,2.86279346615105e-05,"v_2298",355,2.56259129231479e-05,60121.6508598618
"29442",4.08251701999065e-05,5.00044646843468e-05,5.55719048021815e-05,2.47966485052302e-05,5.16155963716774e-05,3.46426631502883e-05,5.31323962710718e-05,4.35809916787263e-05,3.57416917791525e-05,4.37164791285759e-05,2.38566122179254e-05,"v_1437",82,2.56252562525625e-05,2788.99273953096
"1827300",6.84220729607371e-06,8.92936869363336e-06,1.18833003979508e-05,5.6931080751804e-06,1.01538878108218e-05,7.10618731287965e-06,1.53688749544423e-05,1.30293686462171e-05,9.90432422795793e-06,9.41585704307788e-06,1.11330857016985e-05,"v_1372",9,2.5624599615631e-05,16384.675155201
"418701",3.32987421742254e-05,3.03598535583534e-05,4.15915513928277e-05,4.04843240901717e-05,3.69488695338237e-05,3.41985264432333e-05,2.7224864205012e-05,4.04359716606739e-05,2.28230080035552e-05,3.86722699983556e-05,2.54470530324537e-05,"v_2304",24,2.5624599615631e-05,826.818992113116
"1275962",5.70183941339476e-06,6.69702652022502e-06,1.08347738922492e-05,1.26513512781787e-05,8.46157317568482e-06,1.24358277975394e-05,1.00995463986335e-05,6.29004003610483e-06,1.50717977381968e-05,5.716770347583e-06,3.9761020363209e-06,"v_44",10,2.56206605006277e-05,13879.8362709767
"1434072",3.78602137049412e-05,5.08974015537102e-05,8.3882120456123e-05,4.22555132691168e-05,5.020533417573e-05,4.88550377760476e-05,7.42097104943069e-05,5.03203202888386e-05,3.3588577816553e-05,4.16987954764878e-05,3.73753591414164e-05,"v_1507",157,2.56193477314068e-05,4263.30965798128
"1166130",1.36844145921474e-06,3.12527904277168e-06,1.39803534093538e-06,1.26513512781787e-06,5.92310122297938e-06,3.10895694938485e-06,2.19555356492032e-06,4.49288574007488e-06,2.58373675511946e-06,2.01768365208812e-06,0,"v_1759",32,2.56173788297981e-05,91300.5881359869
"75293",6.61413371953792e-05,8.57219394588803e-05,4.92807457679723e-05,1.55611620721598e-05,5.24617536892459e-05,5.86260453312571e-05,4.30328498724383e-05,5.79582260469659e-05,3.18660866464733e-05,4.5734162780664e-05,2.30613918106612e-05,"v_3124",219,2.5616722596511e-05,23933.7353301364
